gemeinde,staat,bevoelkerung,bevoelkerung_dichte,haushalt_groesse,median_einkommen,prozent_pension,prozent_armut,prozent_arbeitslos,prozent_metro,verbrechen,haeufigkeit
Waynecity,MI,19899,3191,2.79,31250,17.82,9.58,7.4,0.48,autodiebstahl,163
Weymouthtown,MA,54063,3067.4,2.6,41586,18.88,4.13,5.56,7.22,autodiebstahl,380
Portagecity,MI,41042,1230.1,2.65,39045,14.1,4.21,3.99,0.3,autodiebstahl,64
Terrellcity,TX,12490,683.3,3,21633,15.56,23.22,10.18,0.22,autodiebstahl,76
Kerrvillecity,TX,17384,1081.1,2.44,22186,23.95,15.11,6.59,0.26,autodiebstahl,35
Barnegattownship,NJ,12235,351.2,2.94,36469,20.43,5.43,5.46,3.12,autodiebstahl,5
Cloviscity,CA,50323,3393.8,2.76,31699,11.27,10.34,5.79,0.95,autodiebstahl,362
Owossocity,MI,16322,3241.1,2.52,23220,16.52,15.71,12.21,0,autodiebstahl,32
Mundytownship,MI,11511,311.3,2.75,43937,21.45,3.77,5.94,0.16,autodiebstahl,18
Columbuscity,OH,632270,3224.5,2.46,26630,13.56,17.26,5.91,4.72,autodiebstahl,7070
Haverhillcity,MA,51418,1489.1,2.63,36945,14.7,8.83,7.13,2.57,autodiebstahl,491
Commercecity,CA,12135,1793,3.73,27415,13.66,17.53,11.48,6.23,autodiebstahl,617
Alpenacity,MI,11354,1289.1,2.41,20472,21.74,13.45,9.29,1.07,autodiebstahl,16
Oxnardcity,CA,142216,5616.7,3.62,37174,17.99,12.52,6.71,1.07,autodiebstahl,1148
Bellefontainecity,OH,12142,1918.9,2.55,25221,13.81,13.44,7.89,0.21,autodiebstahl,14
DanaPointcity,CA,31896,4630.7,2.51,54516,12.79,7.17,3.82,2.7,autodiebstahl,129
Danverstown,MA,24174,1756.9,2.74,43759,16.79,4.59,5.29,1.57,autodiebstahl,280
ClevelandHeightscity,OH,54052,6420.1,2.57,36043,13.68,8.46,4.81,6.98,autodiebstahl,234
Cambridgecity,MA,95802,14370.9,2.43,33140,10.2,10.7,5.15,24.42,autodiebstahl,968
NorthHuntingdontownship,PA,28158,991,2.76,32066,24.65,5.32,6.27,1.13,autodiebstahl,38
Athenscity,OH,21265,3029,3.67,14350,11.39,44.66,8.54,0.86,autodiebstahl,24
Hilltowntownship,PA,10582,379.5,2.97,44717,13.82,3.11,1.98,0.49,autodiebstahl,12
ElCerritocity,CA,22869,6069.3,2.3,39538,26.54,5.17,3.64,18.7,autodiebstahl,247
McAllencity,TX,84021,2501.5,3.37,22068,9.36,32.75,10.26,0.55,autodiebstahl,1360
Ringwoodborough,NJ,12623,487.8,3.19,60026,13.58,1.74,5.57,3.29,autodiebstahl,8
NewBraunfelscity,TX,27334,1037.3,2.73,26409,17.51,14.93,5.93,0,autodiebstahl,105
YorbaLindacity,CA,52422,2889.9,3.13,67892,11.87,1.9,2.72,0.41,autodiebstahl,140
Bloomfieldtownship,NJ,45061,8173.9,2.44,39822,19.61,5.72,5.57,9.85,autodiebstahl,602
Secaucustown,NJ,14061,2304.9,2.61,51814,17.38,5.18,3.87,13.85,autodiebstahl,213
Comptoncity,CA,90454,8588.5,4.05,24971,13.91,27.5,14.33,6.38,autodiebstahl,1485
Trentoncity,MI,20586,2721.6,2.62,41129,25.34,4.21,4.54,0.66,autodiebstahl,33
Cinnaminsontownship,NJ,14583,1851.6,3.06,51129,21.94,2.34,4.1,3.04,autodiebstahl,82
Lakewoodcity,CA,73557,7558.3,2.82,44700,19.41,4.87,4.33,1.23,autodiebstahl,1359
GrossePointeFarmscity,MI,10092,3609.4,2.63,66844,21.2,1.33,2.86,2.57,autodiebstahl,21
Altoonacity,PA,51881,5131,2.51,20695,15.9,18.03,8.18,1.87,autodiebstahl,98
Atascaderocity,CA,23138,884.5,2.73,35140,17.81,7.84,4.02,0.21,autodiebstahl,39
MountClemenscity,MI,18405,4217.5,2.53,25716,19.46,11.85,8.95,1.53,autodiebstahl,33
Burlesoncity,TX,16113,926,2.9,33628,11.26,6.62,6.25,0,autodiebstahl,33
Lawrencetownship,NJ,25787,1124,2.83,51035,16.66,3.72,3.01,5.43,autodiebstahl,600
Readingtown,MA,22539,2191.9,2.84,52783,19.04,2.1,5.21,4.79,autodiebstahl,26
Brigantinecity,NJ,11354,1705,2.35,35989,18.48,6.99,4.35,6.62,autodiebstahl,21
Dracuttown,MA,25594,1182,2.85,45165,15.13,3.26,8.24,1.17,autodiebstahl,252
Brenhamcity,TX,11952,1560.3,2.76,21946,13.9,17.24,4.7,0.19,autodiebstahl,27
Pinolecity,CA,17460,3274.6,2.79,45820,19.05,3.69,4.48,5.53,autodiebstahl,148
HighlandParkborough,NJ,13279,6974.3,2.3,39603,11.54,5.83,5.21,8.67,autodiebstahl,7
Cleburnecity,TX,22205,1102.1,2.72,26037,11.95,14.9,8.64,0.29,autodiebstahl,43
HermosaBeachcity,CA,18219,12277,1.99,54497,7.48,5.55,1.87,1.05,autodiebstahl,171
Grandvillecity,MI,15624,2002.1,2.77,36906,15.27,3.67,3.4,0.17,autodiebstahl,24
Strongsvillecity,OH,35308,1382.8,2.87,50916,12.92,2.3,3.59,2.9,autodiebstahl,63
Ipswichtown,MA,11873,351.4,2.54,42386,16.51,5.29,6.32,4.47,autodiebstahl,13
Lansingcity,MI,122700,3608.4,2.51,26339,15.42,19.56,8.43,2.92,autodiebstahl,700
Randolphtown,MA,30093,2883.6,2.76,43244,14.74,4.88,6.41,5.72,autodiebstahl,226
PortArthurcity,TX,58724,734.1,2.63,18548,17.38,28.12,12.78,1.07,autodiebstahl,748
Conneautcity,OH,13241,484.7,2.6,21144,20.92,19.15,10.91,0.65,autodiebstahl,13
Ridgecrestcity,CA,27725,1288.6,2.68,39087,18,7.18,4.84,0.35,autodiebstahl,48
Pharrcity,TX,32921,2013.3,3.8,15605,11.79,44.47,16.97,0.39,autodiebstahl,326
Riverviewcity,MI,13894,3041.6,2.74,39735,18.44,6.68,5.73,0.86,autodiebstahl,29
SantaMariacity,CA,61284,3441.4,3.08,29492,18.57,16.82,7.78,0.44,autodiebstahl,244
Sylvaniatownship,OH,39983,1356.3,2.77,47335,15.2,3.66,4.07,1.23,autodiebstahl,89
GroverCitycity,CA,11656,4832.5,2.59,28266,17.26,12.68,5.63,0.75,autodiebstahl,31
Delrantownship,NJ,13178,1915.4,3.02,46573,14.86,1.88,4.38,3.24,autodiebstahl,50
Jacksoncity,MI,37446,3271,2.54,20830,17.39,24.71,11.02,2.02,autodiebstahl,154
Whittiercity,CA,77671,5983.9,2.81,38020,17.02,7.75,4.84,2.26,autodiebstahl,494
Medfieldtown,MA,10531,700.5,3.07,66084,13.87,1.67,4.2,5.25,autodiebstahl,4
MuskegonHeightscity,MI,13176,4012.2,2.68,13778,16.23,35.13,18.28,1.39,autodiebstahl,141
Auburncity,CA,10592,1679.1,2.31,32708,22.32,8.21,4.14,0.29,autodiebstahl,40
Irvinecity,CA,110330,2516.4,2.74,56307,7.47,6.44,3.32,0.61,autodiebstahl,460
PerthAmboycity,NJ,41967,8476.8,2.95,28377,15.17,15.19,10.91,4.99,autodiebstahl,238
SimiValleycity,CA,100217,2928.3,3.13,53967,10.58,3.56,4.11,0.46,autodiebstahl,370
Pittsfieldcity,MA,48622,1152.3,2.44,29987,22,9.74,7.56,3.13,autodiebstahl,126
MountHollytownship,NJ,10639,3565.8,2.91,33527,25.11,13.81,6.97,2.79,autodiebstahl,48
Hillsidetownship,NJ,21044,7547,2.96,41187,14.05,5.98,6.38,8.35,autodiebstahl,360
Sylvaniacity,OH,17301,2890.2,2.74,46353,14.36,3.65,4.44,1.06,autodiebstahl,12
NorthArlingtonborough,NJ,13790,5152.4,2.44,39433,25.83,3.43,4.71,8.46,autodiebstahl,72
Kearnytown,NJ,34874,3681.5,2.8,37840,16.73,6.06,6.22,10,autodiebstahl,357
Summitcity,NJ,19757,3150.4,2.57,66464,16.25,2.62,3.06,15.49,autodiebstahl,35
Gloucestertownship,NJ,53797,2234,2.9,41224,13.61,3.35,5.21,6.4,autodiebstahl,210
Bryancity,TX,55002,1625.5,2.66,22577,11.37,22.01,5.78,0.91,autodiebstahl,284
LaCanadaFlintridgecity,CA,19378,2157.9,2.89,78965,16.83,2.85,2.83,0.22,autodiebstahl,29
Maplewoodtownship,NJ,21652,5423.3,2.73,57568,17.07,3.21,3.45,17.63,autodiebstahl,300
Graftontown,MA,13035,553.2,2.72,42310,16.47,4.99,6.26,0.28,autodiebstahl,8
Belmonttown,MA,24720,5125.2,2.56,53488,18.6,3.64,3.87,13.26,autodiebstahl,18
Fairborncity,OH,31300,2702.3,2.47,27558,23.04,15.39,6.4,0.21,autodiebstahl,55
Southfieldcity,MI,75728,2786.6,2.36,40579,15.33,5.83,5.77,0.74,autodiebstahl,1201
Hesperiacity,CA,50418,1007.4,3.05,30795,18.98,12.49,9.21,0.15,autodiebstahl,406
Readingcity,OH,12038,3978.2,2.47,29647,19.13,6.04,4.9,1.23,autodiebstahl,27
LaHabracity,CA,51266,6759.8,2.83,39967,15.66,8.03,5.51,1.75,autodiebstahl,329
Oaklandborough,NJ,11997,1345.8,3.07,63384,13.16,1.53,2.99,4.71,autodiebstahl,3
Portervillecity,CA,29563,2538.9,3.08,22168,15.93,26.82,12.79,0.31,autodiebstahl,304
Pasadenacity,CA,131591,5524.4,2.62,35103,11.6,14.92,6.3,5.5,autodiebstahl,1352
NewCastlecity,PA,28334,3206.2,2.49,17103,21.82,19.69,10.36,2.25,autodiebstahl,119
WestManchestertownship,PA,14369,691.2,2.47,32124,21.17,4.02,3.26,0.85,autodiebstahl,16
BeaverFallscity,PA,10687,4859.5,2.53,14423,22.98,26.75,12.86,2.1,autodiebstahl,14
Westboroughtown,MA,14133,664.7,2.62,44044,14.38,3.45,4.41,0.76,autodiebstahl,38
Bridgeporttownship,MI,12747,355.3,2.82,32083,19.16,13.7,8.32,0.48,autodiebstahl,11
Woodhavencity,MI,11631,1734.9,2.93,47513,12.31,3.61,5.09,0.76,autodiebstahl,70
SouthSanFranciscodivision,CA,280039,4522.6,2.82,43088,16.49,5.85,4.43,11.51,autodiebstahl,294
Maynardtown,MA,10325,1902.6,2.55,43253,15.9,5.57,5.92,1.47,autodiebstahl,8
Taylorcity,MI,70811,2894.5,2.85,32659,15.91,11.92,8.88,0.69,autodiebstahl,467
Irvingcity,TX,155037,2213,2.45,31767,7.89,10.55,5.24,1.5,autodiebstahl,897
NewPhiladelphiacity,OH,15698,2223.9,2.39,22405,20.3,12.51,8.37,0.29,autodiebstahl,16
Jacksontownship,OH,25265,661.4,2.7,34670,18.91,7.4,3.68,1.69,autodiebstahl,68
CedarGrovetownship,NJ,12053,2756.1,2.9,55464,21.35,3,3.13,6.25,autodiebstahl,31
AtlanticCitycity,NJ,37986,3230.5,2.41,20309,14.35,24.97,9.63,25.65,autodiebstahl,411
Tustincity,CA,50689,4333.9,2.77,38433,10.19,6.85,4.48,2.3,autodiebstahl,337
Atwatercity,CA,22282,4169.5,3.1,26701,19.98,12.58,7.84,0.39,autodiebstahl,99
Lansdowneborough,PA,11712,9600,2.38,35795,20.27,3.39,3.84,15.85,autodiebstahl,26
EastLampetertownship,PA,11999,580.7,2.6,34720,14.93,4.98,2.34,1.03,autodiebstahl,26
BayCitycity,MI,38936,3613.2,2.5,21380,20.04,18.06,13.52,1.55,autodiebstahl,117
NationalCitycity,CA,54249,6919.5,3.67,22129,16.71,21.34,8.18,6.02,autodiebstahl,1298
Livermorecity,CA,56741,2789.6,2.75,49149,15.13,5.18,4.19,1.55,autodiebstahl,212
Franklincity,OH,11026,1306.8,2.71,25569,17.39,16.4,8.17,0.2,autodiebstahl,25
Somersettown,MA,17655,2100.6,2.75,36418,24.36,3.49,6.26,0.39,autodiebstahl,31
Hemetcity,CA,36094,1982.8,2.07,20382,32.73,14.05,9.76,0.29,autodiebstahl,560
RiverRougecity,MI,11314,4093.3,2.65,17500,18.67,28.51,17.07,3.88,autodiebstahl,126
Atholtown,MA,11451,339.3,2.61,27095,21.16,11.67,10.77,0.32,autodiebstahl,9
Jacksontownship,NJ,33233,320.6,2.99,44690,13.8,3.76,5.68,3.61,autodiebstahl,34
HarkerHeightscity,TX,12841,1084.5,2.77,26470,16.58,11.21,4.37,0.24,autodiebstahl,32
Belmontcity,CA,24127,5142.2,2.39,50859,14.08,4.71,3.41,4.68,autodiebstahl,54
Waynetownship,NJ,47025,1905.3,2.98,59290,14.92,2.28,3.91,4.11,autodiebstahl,464
Fairfieldcity,CA,77211,2078.7,3.04,36886,20.18,7.42,6.11,1.5,autodiebstahl,481
Stowcity,OH,27702,1560.3,2.75,39638,16.42,3.06,3.14,0.93,autodiebstahl,16
Hackensackcity,NJ,37049,8684.7,2.25,38976,10.97,6.97,5.79,14.4,autodiebstahl,326
Pearlandcity,TX,18697,916.2,2.84,42565,9.82,4.74,3.13,0.65,autodiebstahl,109
Montgomerytownship,PA,12179,1102.3,2.66,52193,18.61,1.08,2.8,2.65,autodiebstahl,47
Fresnocity,CA,354202,3448.5,2.91,24923,13.2,24.04,8.52,2.17,autodiebstahl,13083
Brownsvillecity,TX,98962,3423.3,3.76,15890,8.51,43.86,15.3,2.4,autodiebstahl,796
SulphurSpringscity,TX,14062,777.6,2.57,20298,14.09,18.84,7.88,0.28,autodiebstahl,42
Fullertoncity,CA,114144,4980.1,2.79,41921,14.74,9.81,4.66,2.35,autodiebstahl,1291
Allentowncity,PA,105090,5726.9,2.46,25983,19.62,12.86,6.26,3.47,autodiebstahl,448
PointPleasantborough,NJ,18177,4963.7,2.59,40798,19.66,3.14,4.48,1.73,autodiebstahl,19
Warrentownship,NJ,10830,531.1,3.06,72369,14.89,0.73,4.11,2.49,autodiebstahl,9
Walnutcity,CA,29105,3170.5,3.71,64333,6.72,4.09,4.28,1.61,autodiebstahl,93
Dennistown,MA,13864,649.2,2.24,27900,32.04,10.56,8.65,1.22,autodiebstahl,30
NorthCantoncity,OH,14748,2579.2,2.34,32369,21.14,5.14,4.13,0.32,autodiebstahl,15
Peabodycity,MA,47039,2768.9,2.68,39800,17.38,4.6,5.31,1.66,autodiebstahl,319
Benbrookcity,TX,19564,1662.5,2.49,45303,19.69,4.18,3.59,0.05,autodiebstahl,57
Brownwoodcity,TX,18387,1510.6,2.64,17826,13.4,23.79,9.51,0.61,autodiebstahl,38
Lebanoncity,PA,24800,5712.2,2.37,21619,19.34,14.61,4.84,1.16,autodiebstahl,28
SouthHoustoncity,TX,14207,4530.3,3.3,23485,9.37,21.39,8.2,1.21,autodiebstahl,209
Kingsvillecity,TX,25276,1919.5,2.96,22053,15.37,27.26,10.29,0.07,autodiebstahl,38
Kentwoodcity,MI,37826,1735.5,2.48,34324,11.15,4.98,3.43,0.47,autodiebstahl,78
Butlercity,PA,15714,5624.2,2.28,17391,19.65,23.2,7.39,0.73,autodiebstahl,40
Laceytownship,NJ,22141,254.4,2.78,37397,23.92,4.29,6.1,1.19,autodiebstahl,20
Sharonvillecity,OH,11312,1185.6,2.39,36332,16.87,5.23,2.27,0.7,autodiebstahl,3
Greenvillecity,OH,12863,2539.7,2.45,23044,19.87,10.98,7.03,0.29,autodiebstahl,18
Wickliffecity,OH,14558,3020.3,2.63,32964,26.95,4.18,4.41,1.13,autodiebstahl,30
Haverfordtownship,PA,49848,4805.5,2.81,48210,20.32,3.18,2.81,8.94,autodiebstahl,51
LongBranchcity,NJ,28658,5303.9,2.48,30693,13.19,14.72,8.57,6.04,autodiebstahl,124
Humblecity,TX,12060,1180,2.55,27483,8.21,8.56,5.16,1.11,autodiebstahl,360
RoyalOakcity,MI,65410,5340.5,2.31,36835,18.81,4.56,4.36,0.74,autodiebstahl,249
WestPatersonborough,NJ,10982,3578.6,2.58,44933,16.67,3.86,4.19,3.19,autodiebstahl,92
Needhamtown,MA,27557,2108.6,2.71,60357,17.92,3.29,4.35,10.51,autodiebstahl,26
Jacksonvillecity,TX,12765,975,2.75,17552,11.28,26.71,8.82,0,autodiebstahl,36
Limacity,OH,45549,3469.8,2.79,21061,19.46,21.57,12.83,1.36,autodiebstahl,205
Bucyruscity,OH,13496,2124.4,2.49,22023,19.65,15.52,9.53,0,autodiebstahl,31
Dovertown,NJ,15115,5435.5,2.93,38822,17.6,7.64,7.19,3.45,autodiebstahl,75
Ashlandcity,OH,20079,2044,2.63,24536,19.12,12.13,6.47,0.16,autodiebstahl,30
Mantuatownship,NJ,10074,611.6,2.91,42841,19.07,3.2,3.2,2.01,autodiebstahl,14
MountPleasantcity,TX,12291,1191.5,2.85,20743,12.36,24.64,4.15,0,autodiebstahl,39
MorganHillcity,CA,23928,2207.4,3.06,53480,11.14,4.51,3.7,2.4,autodiebstahl,86
AppleValleytown,CA,46079,661.8,2.96,34050,19.92,10.67,7.89,0.32,autodiebstahl,271
Eveshamtownship,NJ,35309,1153.7,2.81,51676,10.78,2.24,2.47,5.46,autodiebstahl,49
Masoncity,OH,11452,904.6,2.75,39738,15.86,2.66,2.84,0.19,autodiebstahl,4
Haddonfieldborough,NJ,11628,3969.1,2.59,56585,21.57,2.8,1.78,13.45,autodiebstahl,10
Cincinnaticity,OH,364040,4550.3,2.36,21006,14.48,24.34,7.84,11.26,autodiebstahl,2063
Bridgewatertown,MA,21249,746.1,3.57,41933,15.9,4.74,6.22,1.5,autodiebstahl,41
Kalamazootownship,MI,20976,1721,2.4,28070,16.91,11.91,5.34,0.57,autodiebstahl,79
Belchertowntown,MA,10579,193.6,2.77,38868,16.54,9.32,3.76,1.24,autodiebstahl,9
Corcorancity,CA,13364,2277.4,5.28,21558,12.41,24.15,12.35,0.38,autodiebstahl,34
RoselleParkborough,NJ,12805,10108.1,2.53,43365,17.24,3.34,5.37,6.71,autodiebstahl,65
Bedfordtown,MA,12996,912.9,2.9,57561,17.95,1.72,2.78,2.18,autodiebstahl,7
Uvaldecity,TX,14729,2578.6,3.15,17103,12.78,33.49,13.57,0.31,autodiebstahl,14
CathedralCitycity,CA,30085,1535.3,2.76,30908,15.27,13.56,6.24,2.92,autodiebstahl,251
Lowertownship,NJ,20820,712.1,2.48,26668,25.58,8.82,7.71,1.62,autodiebstahl,36
Morristowntown,NJ,16189,5316.9,2.41,42748,12.49,7.27,5.03,5.88,autodiebstahl,50
Chillicothecity,OH,21923,2685.2,2.42,22458,21.42,19.84,10.65,0.88,autodiebstahl,84
Waterfordtownship,NJ,10940,291.8,3.17,43673,11.28,2.78,3.36,5.24,autodiebstahl,26
Chelmsfordtown,MA,32383,1379.8,2.83,53971,15.92,2.55,5.31,1.3,autodiebstahl,145
Lubbockcity,TX,186206,1726.3,2.69,24130,10.52,19.56,6.56,0.89,autodiebstahl,610
Vinelandcity,NJ,54780,769.8,2.92,30733,14.24,10.91,7.2,1.83,autodiebstahl,362
Dovertownship,NJ,76371,1793.5,2.79,40704,20.75,4.92,5.01,1.24,autodiebstahl,134
Novatocity,CA,47585,1665.7,2.61,45890,17.16,4.18,2.92,7.9,autodiebstahl,136
Delhitownship,OH,30250,2907.8,3.12,41726,17.68,3.6,2.94,3.15,autodiebstahl,10
Cerritoscity,CA,53240,5965.9,3.54,59076,10.19,3.95,3.67,0.94,autodiebstahl,906
Hillsboroughtownship,NJ,28808,508.5,2.86,59069,10.2,1.33,3.46,3.13,autodiebstahl,18
CliffsideParkborough,NJ,20393,20417.5,2.32,40600,15.66,4.63,5.86,20.74,autodiebstahl,56
DearbornHeightscity,MI,60838,5013,2.6,36771,26.58,5.5,5.89,0.72,autodiebstahl,350
Piedmontcity,CA,10602,6079.1,2.82,84498,17.48,1.8,1.61,9.17,autodiebstahl,54
Longmeadowtown,MA,15467,1655,2.89,63203,17.94,2.25,3.51,0.26,autodiebstahl,11
Oaklandcity,CA,372242,6409.1,2.58,27095,14.54,18.82,9.38,18.71,autodiebstahl,7772
FairLawnborough,NJ,30548,5702.7,2.66,49658,19.93,2.94,3.76,10.35,autodiebstahl,49
LowerPaxtontownship,PA,39162,1344.3,2.44,37783,19.16,2.8,2.06,1.39,autodiebstahl,38
FarmersBranchcity,TX,24250,1950,2.76,38037,14.43,6.71,5.39,1.79,autodiebstahl,238
Montvilletownship,NJ,15600,798.4,3.19,74825,15.54,0.79,4.7,3.62,autodiebstahl,37
Towamencintownship,PA,14167,1409.7,2.72,48547,12.86,2.75,2.64,1.81,autodiebstahl,8
Shelbytownship,MI,48655,1352.1,2.89,47930,15.23,2.81,5.15,0.18,autodiebstahl,108
SouthHadleytown,MA,16685,909.6,2.84,38694,24.02,4.39,3.37,0.9,autodiebstahl,40
Mercedescity,TX,12694,1656.3,3.53,12908,10.37,48.82,17.42,0,autodiebstahl,47
CedarHillcity,TX,19976,573.3,3.04,41457,7.16,3.72,3.61,1.02,autodiebstahl,62
TexasCitycity,TX,40822,634.4,2.7,26144,16.27,16.76,8.15,0.09,autodiebstahl,381
WestCovinacity,CA,96086,5724.9,3.19,42481,14.11,7.71,4.96,3.13,autodiebstahl,1391
Pleasantoncity,CA,50553,3009.8,2.73,59458,11.76,2.41,3.06,1.65,autodiebstahl,143
EastGrandRapidscity,MI,10807,3564.3,2.86,60355,12.85,2.56,2.1,0.9,autodiebstahl,8
Norwalkcity,OH,14731,1787,2.6,25587,17.28,10.3,7.78,0.11,autodiebstahl,1
Hamiltoncity,OH,61368,2966.4,2.56,22886,18.67,16.84,7.94,1.53,autodiebstahl,398
Harwichtown,MA,10275,471.5,2.28,28259,31.37,5.57,8.97,0.45,autodiebstahl,8
MenloParkcity,CA,28040,2689.9,2.37,50468,15.74,6.47,3.23,3.66,autodiebstahl,83
Kilgorecity,TX,11066,895.6,2.54,24644,17,13.89,7.02,0,autodiebstahl,97
Glassboroborough,NJ,15614,1635.9,3.11,34218,19.59,14.31,8.11,2.53,autodiebstahl,42
SanJuancity,TX,10815,2846.1,3.88,14292,6.24,38.95,13.29,1.47,autodiebstahl,70
Swampscotttown,MA,13650,4320.7,2.59,50191,17.76,3.87,4.36,9.65,autodiebstahl,26
LosGatostown,CA,27357,2544.4,2.43,57815,13.72,4.65,2.92,1.27,autodiebstahl,56
Denisoncity,TX,21505,940.1,2.47,21949,14.36,15.37,7.26,0,autodiebstahl,58
Bakersfieldcity,CA,174820,1837.3,2.8,32154,12.66,15,7.1,1.24,autodiebstahl,1595
Newarkcity,NJ,275221,11153.6,3.01,21650,10.53,26.34,14.71,24.89,autodiebstahl,10993
EastOrangecity,NJ,73552,18091.3,2.7,26810,12.17,17.71,11.76,25.57,autodiebstahl,1475
Baytowncity,TX,63850,1969.2,2.85,30151,13.39,16.08,7.87,0.17,autodiebstahl,513
Metuchenborough,NJ,12804,4511,2.59,53226,18.08,2.9,3.14,11.91,autodiebstahl,30
Kentcity,OH,28835,3194.9,3.27,21463,13.52,27.49,6.9,3.15,autodiebstahl,66
Cypresscity,CA,42655,6221.6,2.99,50981,15.41,4.46,4.48,0.58,autodiebstahl,348
Westfieldcity,MA,38372,795,2.78,33498,18.47,8,5.15,1.16,autodiebstahl,108
Cadillaccity,MI,10104,1458.4,2.53,21170,20.12,15.52,12.11,0.21,autodiebstahl,17
Arlingtontown,MA,44630,8311,2.37,43309,19.16,4.63,4.47,16.77,autodiebstahl,97
PaloAltocity,CA,55900,2278.3,2.31,55333,16.09,4.65,2.4,2.64,autodiebstahl,188
Spartatownship,NJ,15157,391.2,2.92,63032,14.69,1.9,3.85,3.11,autodiebstahl,12
DeerParkcity,TX,27652,2574.7,3.13,46199,10.43,5.17,5.29,0.05,autodiebstahl,40
Newberrytownship,PA,12003,380.8,2.77,35005,13.44,2.7,2.96,0.06,autodiebstahl,11
SouthElMontecity,CA,20850,6959.3,4.37,27074,9.78,21.19,11.49,4.9,autodiebstahl,240
Stephenvillecity,TX,13502,1605.9,2.45,18346,16.68,22.14,7.18,0,autodiebstahl,10
Cudahycity,CA,22817,20014.9,4.34,22279,6.34,27.54,10.24,8.95,autodiebstahl,162
Lincolntownship,MI,13604,732.3,2.6,37771,14.84,3.48,3.6,0,autodiebstahl,9
Albanycity,CA,16327,9255.7,2.27,34836,14.16,9.59,2.96,17.5,autodiebstahl,91
Ewingtownship,NJ,34185,2151.6,2.82,43191,23.96,3.31,3.82,2.36,autodiebstahl,514
LaMiradacity,CA,40452,4974.4,3.18,47143,20.19,3.89,4.57,0.77,autodiebstahl,351
Swataratownship,PA,19661,1435.5,2.58,33817,23.75,6.6,3.75,2.48,autodiebstahl,87
Totowaborough,NJ,10177,2458.9,2.94,46309,20.43,3.09,3.91,2.17,autodiebstahl,83
WestCaldwelltownship,NJ,10422,1992.3,2.94,65920,18.07,1.01,2.03,4.88,autodiebstahl,22
Troycity,MI,72884,2098,2.79,55407,13.48,2.83,3.19,0.16,autodiebstahl,335
Danvillecity,CA,31306,1708.1,2.83,74472,14.74,2.1,2.41,4.05,autodiebstahl,18
Centervillecity,OH,21082,2274.5,2.53,45424,19.72,3.74,2.44,1.39,autodiebstahl,35
Rostravertownship,PA,11224,336.8,2.6,25615,26.3,10.86,10.57,0.97,autodiebstahl,43
Lyndhursttownship,NJ,18262,3792.6,2.55,41000,20.67,3.87,4.55,8.37,autodiebstahl,136
Somervillecity,MA,76210,17893,2.51,32455,14.54,11.47,6.33,27.93,autodiebstahl,761
NorthBergentownship,NJ,48414,8999.6,2.55,33488,12.94,9.49,7.69,21.37,autodiebstahl,560
Bloomfieldtownship,MI,42473,1642.9,2.7,84441,16.43,1.42,2.08,0.28,autodiebstahl,96
Marshallcity,TX,23682,952.2,2.75,19077,13.6,25.49,8.43,0.06,autodiebstahl,98
Killeencity,TX,63535,2215.9,2.73,22468,15.7,14.5,9.52,0.09,autodiebstahl,283
Clintontownship,MI,85866,2939.4,2.65,39215,17.47,5.65,6.03,0.55,autodiebstahl,295
Friendswoodcity,TX,22814,1061.7,2.94,50492,12.6,2.94,3.72,0.85,autodiebstahl,35
SanGabrielcity,CA,37120,8664.8,3.04,32559,12.92,15.17,6.15,4.86,autodiebstahl,271
SanLuisObispocity,CA,41958,4363.4,2.48,25982,15.36,27.39,5.68,2.03,autodiebstahl,110
Bedfordcity,TX,43762,4219.2,2.49,42453,9.09,3.56,3.53,0.03,autodiebstahl,103
BigRapidscity,MI,12603,2044.6,3.87,14990,11.65,44.45,11.35,0.34,autodiebstahl,8
Grovescity,TX,16513,3058,2.64,31053,20.02,8.58,4.93,0,autodiebstahl,59
Longviewcity,TX,70311,1297.6,2.58,25377,12.57,16.98,7.22,0.13,autodiebstahl,539
RoundRockcity,TX,30923,1561.8,2.93,33228,9.1,9.05,4.03,0.22,autodiebstahl,90
Northvilletownship,MI,17313,1015.5,2.82,55465,18.12,1.58,3.19,0.3,autodiebstahl,25
Hendersoncity,TX,11139,985.4,2.6,23238,15.99,20.24,7.72,0.17,autodiebstahl,148
Bethlehemtownship,PA,16425,1087.2,2.87,42235,22.17,2.88,2.87,0.42,autodiebstahl,12
WestWindsortownship,NJ,16021,594.6,2.99,76907,8.49,3.32,2.85,17.87,autodiebstahl,122
SantaBarbaracity,CA,85571,4371.2,2.49,33667,14.9,12.68,4.6,3.95,autodiebstahl,226
Moorparkcity,CA,25494,2007.4,3.35,60368,8.55,4.29,3.58,0.23,autodiebstahl,44
WestOrangetownship,NJ,39103,3115.4,2.64,49777,16.47,4.14,4.03,7.75,autodiebstahl,450
Madisonborough,NJ,15850,3651.4,2.94,56478,18.17,3.74,3.51,7.11,autodiebstahl,19
Brooklinetown,MA,54718,7778.6,2.25,45598,10.91,8.61,4.8,28.71,autodiebstahl,352
Scituatetown,MA,16786,942.9,2.78,52044,20.39,3.91,4.75,5.38,autodiebstahl,15
BellGardenscity,CA,42355,16265.4,4.58,23819,8.47,26.08,13.37,6.68,autodiebstahl,393
