communityname,state,population,householdsize,pctUrban,medIncome,pctWSocSec,pctWRetire,whitePerCap,blackPerCap,AsianPerCap,HispPerCap,PctPopUnderPov,PctNotHSGrad,PctUnemployed,TotalPctDiv,PersPerFam,PctWorkMom,NumImmig,PctImmigRecent,PctNotSpeakEnglWell,RentMedian,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,LandArea,PopDens,PctUsePubTrans,murders,robberies,assaults,burglaries,larcenies,autoTheft,arsons
Nortontown,MA,14265,3.07,16.62,43861,19.66,12.88,15926,19959,22451,13562,5.5,16.58,5.01,8.96,3.21,67.87,535,8.41,0.34,479,0,0,3.75,72.56,29.7,479.7,2.89,0,0,28,78,195,18,0
RanchoCucamongacity,CA,101409,3.01,100,46193,12.48,10.58,18100,15108,15616,12161,5.47,14,4.87,10.78,3.41,64.36,11305,12.06,2.69,644,0,33,11.15,55.65,39.2,2589.1,0.51,4,215,143,1262,2728,1008,24
Adriancity,MI,22097,2.95,0,24788,29.58,15.49,11613,6430,12927,6803,20.65,28.82,8.37,12.15,3.18,69.15,572,18.71,1.24,325,41,2,2.59,68.14,7.2,3089.6,0.49,0,8,37,126,946,44,3
Dearborncity,MI,89286,2.52,100,34909,35.5,23.74,16915,14982,11022,15525,10.78,24.11,6.24,9.3,3.15,52.04,14699,16.25,3.92,388,14,12,16.46,65.71,25.2,3536.9,1.59,1,187,331,621,5076,1157,17
OilCitycity,PA,11949,2.45,0,20411,37.7,22.39,10609,6132,62598,4052,18.26,23.1,7.84,11.83,3.02,60.15,118,6.78,0.22,202,0,0,0.99,88.48,4.7,2553.6,0.54,0,2,6,77,366,22,8
Frasercity,MI,13899,2.68,100,36644,25.44,15.52,14875,21320,6542,17374,5.38,21.95,5.67,10.75,3.16,61.87,870,3.79,0.87,415,0,0,6.26,80.92,4.3,3202.5,0.58,0,12,37,75,471,52,4
Tallmadgecity,OH,14870,2.67,100,36979,32.67,23,15677,10055,6935,10795,5.37,17.19,5.36,7.76,3.04,63.52,474,0,0.58,369,0,0,3.16,73.68,14,1063.3,0.78,0,10,18,104,399,57,15
Springtownship,PA,18899,2.63,86.8,41491,28.86,21.31,18423,17815,12976,6349,2.61,15.13,2.61,7.73,3.01,73.52,576,9.38,0.37,455,0,0,3.05,79.92,18.9,1000.4,0.83,0,2,5,29,162,10,1
Kellercity,TX,13683,3.05,100,55050,10.38,9.23,20313,24163,14223,19096,2.55,9.95,2.9,6.87,3.22,65.69,307,0,0.43,447,0,0,2.24,52.12,19,721.2,0.09,1,4,50,39,196,18,1
DalyCitycity,CA,92311,3.18,100,41533,21.66,15.37,16488,15373,13809,10726,7.18,21.19,5.43,10.26,3.65,79.49,41771,15.23,9.08,674,121,60,45.25,38.49,7.8,11859.1,19.13,7,165,362,361,1932,645,6
Fitchburgcity,MA,41194,2.68,100,27101,32.81,17.91,12784,7389,6063,5287,14,31.18,9.19,10.75,3.11,64.21,3145,9.63,3.84,431,19,24,7.63,71.89,28.8,1432.3,1.65,1,83,506,685,1050,207,12
Selmacity,CA,14757,3.24,0,21198,29.47,14.13,9140,3050,11638,5830,24.12,46.07,17.23,11.22,3.55,59.41,2909,21.31,14.53,316,0,0,19.71,58.4,3.9,3760.7,0,1,30,186,181,486,250,12
NorthAndovertown,MA,22792,2.89,75.15,51692,24.52,15.81,22507,23097,45128,16118,2.84,10.17,4.45,7.07,3.22,66.67,1410,6.6,1.23,647,0,0,6.19,72.2,27.6,824.9,2.06,0,7,26,84,362,75,0
LaVernecity,CA,30897,2.88,100,46587,25.8,16.71,19413,15505,17107,14102,4.42,15.42,3.94,9.32,3.25,71.9,3660,6.94,2.32,614,0,0,11.85,53.69,8.1,3827.7,1.75,2,34,49,381,705,182,13
Carteretborough,NJ,19025,2.88,100,40268,32.75,21.49,16038,8252,13567,10399,8.35,30.57,6.58,7.78,3.29,61.24,2495,16.83,5.21,530,0,0,13.11,67.56,4.5,4209.8,3.92,0,26,49,321,280,68,0
McKinneycity,TX,21283,2.8,0,27236,24.71,10.3,16559,4753,13038,7638,17.47,30.97,5.86,12.64,3.19,71.14,958,21.29,3.47,357,21,0,4.5,69.61,46,462.7,0.15,1,24,275,354,894,67,6
Columbiaborough,PA,10701,2.54,100,23534,36,17.47,11858,10197,8013,5206,10.77,38.35,5.25,12.52,3.05,78.17,64,51.56,0.64,288,87,0,0.6,91.15,2.5,4299,1.71,0,12,40,91,345,33,5
Perrytownship,OH,17215,2.52,0,25322,34.21,19.99,11947,8963,20762,14422,12.36,26.26,5.64,11.04,2.99,65.02,275,7.64,0.22,236,0,0,1.6,78.04,16.4,1049,0.07,0,19,55,203,647,61,10
Northamptontownship,PA,35406,3.19,98.05,59285,16.39,12.88,22409,17747,19723,14542,1.55,8.68,2.76,4.66,3.48,63.17,1881,5.21,0.67,814,0,0,5.31,74.19,26.8,1322.9,3.63,0,1,12,62,165,23,2
BentonHarborcity,MI,12818,2.96,100,8866,28.34,9.58,9566,5328,357,4535,58,52.61,28.94,18.77,3.61,51.63,57,12.28,0.31,262,12,0,0.44,59.58,4.6,2813.4,2.6,5,160,654,663,880,157,23
PortHuroncity,MI,33694,2.56,100,21522,29.35,15.63,11612,7082,9932,7851,22.12,28.85,10.79,15.01,3.09,64.68,922,4.56,0.44,316,3,0,2.74,83.68,8.3,4061.5,0.97,2,54,201,354,1441,98,30
Carlsbadcity,CA,63126,2.53,100,45739,24.44,19.15,22545,21090,22607,9823,6.84,10.4,4.81,12.96,2.92,66.55,8003,19.91,3.78,711,5,936,12.68,38.71,39,1617.6,2.72,5,96,233,817,1755,621,8
Napacity,CA,61842,2.59,100,35479,27.94,22.79,16858,20598,13310,8541,7.73,19.24,4.78,13.52,3.04,68.1,6736,19.34,4.69,572,57,1,10.89,57.98,18.1,3425.8,1.59,3,43,324,491,2268,211,79
DiamondBarcity,CA,53672,3.18,100,60651,7.86,7.98,22706,22110,18895,16401,3.48,9.37,3.55,8.58,3.46,69.61,13805,14.65,4.96,888,0,0,25.72,47.24,15.6,3433.5,0.89,2,67,204,390,702,323,14
JerseyCitycity,NJ,228537,2.77,100,29054,23.5,12.14,16047,9935,12720,9117,18.88,34.32,10.83,11.36,3.41,60.72,56326,18.35,8.13,464,466,267,24.65,47.8,15.4,14826.6,37.29,20,2500,1964,4190,6331,3655,59
Conroecity,TX,27610,2.76,0,23634,22.02,10.55,13388,6277,14403,5289,18.78,30.19,5.87,14.82,3.22,64.84,2809,22.86,6.18,287,11,0,10.17,66.37,21.7,1272.4,0.61,3,88,321,378,1799,266,5
Reddingcity,CA,66462,2.55,100,25828,28.7,18.31,13488,7204,5694,10361,14.31,19.01,8.74,15.71,2.97,62.15,2543,6.8,1.45,373,302,282,3.83,59.04,53.1,1252.4,0.86,6,114,281,1073,3066,342,20
Templecity,TX,46109,2.54,100,23194,29.75,15.93,15046,6892,16177,6807,19.16,26.22,6.66,14.19,3.05,68.7,1299,9.7,1.45,283,54,0,2.82,72.14,44.5,1035.9,0.09,5,89,451,567,2089,296,7
UpperGwyneddtownship,PA,12197,2.94,97.38,56543,17.96,13.29,21977,19877,20403,15904,1.28,12.41,2.09,6.39,3.29,72.23,712,10.25,1.58,653,0,0,5.84,72.36,8.4,1445.4,3.35,0,3,3,30,166,5,3
Doylestowntownship,PA,14510,3.19,92.12,52212,29.02,17.38,22562,7828,20149,14293,2.22,14.01,2.34,7.99,3.19,63.78,597,3.18,0.59,652,18,0,4.11,62.99,16.1,901.4,1.99,0,1,40,27,159,6,4
Foxboroughtown,MA,14637,2.78,81.15,45405,24.56,17.45,18312,11702,29154,8289,4.5,10,4.97,8.85,3.21,69.49,485,9.69,0.44,601,0,0,3.31,79.37,20.8,703.5,4.71,0,1,25,58,110,20,0
HighlandParkcity,MI,20121,2.5,100,9805,32.18,16.65,11320,6958,3700,19823,42.36,43.44,31.23,22.23,3.41,55.92,272,9.56,0.64,235,15,0,1.35,62.96,3.1,6524.3,20.94,12,281,443,475,833,578,15
Brecksvillecity,OH,11818,2.77,100,53396,27,21.55,25049,6733,65560,38089,2.26,9.43,3.78,7.65,3.07,59.51,593,5.4,0.69,612,0,0,5.02,73.9,20.3,581.7,3.52,0,1,3,16,87,11,0
Wilbrahamtown,MA,12635,2.82,50.04,50275,27.41,20.24,21802,22606,17217,11317,3.5,12.08,4,5.49,3.14,71.27,640,3.44,0.91,364,0,0,5.07,66.02,23,548.8,1.33,0,3,22,112,178,60,6
Schertzcity,TX,10555,2.76,97.66,31768,20.18,28.61,13200,12777,12764,8434,11.42,19.62,5.62,10.16,3.09,77.56,456,4.82,1.3,324,5,0,4.31,49.87,23.2,454.6,0.09,0,10,24,89,268,18,5
NorthRidgevillecity,OH,21564,3.02,100,41095,18.39,13.7,14402,12033,5748,12427,4.1,20.93,4.15,8.06,3.31,70.24,548,0.73,0.3,331,0,0,2.54,72.07,24.2,889.4,1.06,0,2,53,76,214,22,1
Planocity,TX,128713,2.9,100,53905,8.74,6.9,22754,13536,18916,10783,3.34,6.78,2.88,8.86,3.25,65.64,9648,17.21,2.15,503,6,0,7.5,39.18,68.6,1875.4,1.22,2,90,363,1319,4714,421,19
Saginawtownship,MI,37684,2.46,98.26,36289,29.17,19.49,18088,13570,22400,13745,5.58,15.97,5.76,8.6,2.99,72.28,1433,7.12,0.72,402,7,0,3.8,79.72,25.5,1475.7,0.08,0,21,64,132,1407,34,7
BalchSpringscity,TX,17406,3.15,100,28734,14.61,8.11,10097,8051,12239,6840,13.67,35.63,5.17,15.55,3.44,67.64,876,15.64,2.75,383,0,0,5.03,70.86,8.3,2086,1.05,1,36,332,257,743,133,23
Marshfieldtown,MA,21531,2.85,0,48986,18.61,14.46,19398,19855,17331,18727,3.63,7.03,6.62,8.53,3.33,70.48,522,8.05,0.38,634,37,1,2.41,77.22,29.5,730.2,2.37,0,2,38,89,372,35,0
Rosenbergcity,TX,20183,2.97,0,25773,22.6,9.75,12736,5981,7733,6098,21.54,41.17,6.18,12.28,3.44,73.75,1943,12.61,7.72,286,3,0,9.63,76.54,11.7,1725.6,0.08,1,65,191,258,1253,93,70
Camarillocity,CA,52303,2.89,100,48219,30,23.42,20713,15520,16858,12213,4.37,12.15,3.68,9.99,3.2,67.86,6060,15.31,2.98,765,0,1,11.59,43.88,19.1,2737.8,0.22,0,41,100,263,790,85,16
Chicocity,CA,40079,2.58,100,19005,16.58,10.76,11060,7915,5148,7197,32.03,14.36,9.2,10.82,2.96,68.58,2710,24.76,1.93,402,72,55,6.76,64.52,23.3,1723.7,1.34,1,47,116,601,1983,160,25
Vernontownship,NJ,21211,3.15,0,50987,15.49,11.99,17318,23989,34439,17382,2.93,10.12,4.96,6.42,3.45,60.96,901,2.77,0.16,675,1,0,4.25,66.1,70.8,299.6,1.32,1,1,22,105,339,16,0
Sanduskycity,OH,29764,2.47,0,22532,32.21,18.77,12560,7800,8998,6874,15.4,28.83,8.71,14.45,3.11,74.72,381,11.02,0.24,273,36,0,1.28,78.92,10.4,2862.4,0.29,3,25,31,465,1465,120,2
Hazlettownship,NJ,21976,3.07,100,50684,27.69,18.85,17233,20690,18437,16341,2.61,20.92,5.12,6.27,3.42,67.75,1583,3.03,0.76,328,33,0,7.2,54.84,5.8,3769.2,12.04,0,1,15,69,208,25,1
WestMifflinborough,PA,23644,2.45,100,26867,41.52,30.51,13126,7644,3012,18640,9.99,22.32,7.39,8.02,2.92,68.59,258,4.26,0.4,198,0,0,1.09,92.8,14.7,1611.7,7.98,2,27,79,94,535,379,3
Johnstowncity,PA,28134,2.24,100,14839,43.6,26.9,8815,5548,11606,4251,26.94,35.82,14.17,11.54,2.94,55.81,390,1.28,0.56,169,59,0,1.39,91.03,6.1,4642.6,4.6,0,48,123,296,762,62,10
Gainesvillecity,TX,14256,2.5,0,20364,37.81,14.96,11175,6157,10903,5389,21.68,32.93,6.56,12.01,3.03,65.96,598,16.22,2.08,235,4,0,4.19,72.67,14,1021.8,0.2,1,13,21,157,505,30,2
Modestocity,CA,164730,2.84,100,31701,22.98,15.08,14968,8854,7208,8463,12.98,25.21,8.9,13.72,3.29,60.5,20951,13.18,5.4,448,210,38,12.72,58.07,31.3,5268.3,0.9,12,356,994,2555,7339,1593,284
Plainstownship,PA,10988,2.65,98.21,25344,37.85,22.83,11617,3500,0,10000,9.05,30.9,6.44,7.27,3.04,64.95,148,11.49,0.52,238,0,0,1.35,91.43,13.5,814.9,2.17,0,4,14,78,271,21,1
Galvestoncity,TX,59070,2.45,98.68,20825,25.87,13.24,15492,6846,13490,7922,24.24,29.99,8.93,16.29,3.1,70.24,4555,12.56,3.13,309,106,37,7.71,67.04,47.8,1235.1,3.27,24,296,684,975,3844,771,60
Flinttownship,MI,34081,2.45,96.9,31394,28.14,22.84,15668,16293,20257,10791,9.98,22.16,7.05,12.89,2.98,64.08,1493,3.62,0.63,374,0,0,4.38,74.06,24.6,1387.2,0.29,0,53,107,247,2088,216,8
Saratogacity,CA,28061,2.79,100,86674,23.49,16.94,42193,23919,32867,32349,1.44,5.01,2.86,6.59,3.02,58.63,4478,12.59,1.93,994,0,0,15.96,42.16,12.4,2262.3,0.85,0,13,35,178,332,14,2
Berkleycity,MI,16960,2.57,100,36693,29.18,19.58,15578,13892,9595,13039,3.72,16.57,5.12,9.87,3.13,67.62,831,1.93,0.58,435,0,0,4.9,76.34,2.7,6235.3,0.86,0,11,17,48,286,28,0
VentnorCitycity,NJ,11005,2.3,100,33120,38.12,17.47,19070,32182,17713,9812,6.64,20.55,3.35,10.72,2.87,62.99,884,4.64,0.75,580,0,0,8.03,45.5,2.2,4955.4,12.79,0,10,24,198,425,19,0
Vacavillecity,CA,71479,3.16,100,40679,17.21,19.85,15714,10114,13323,9264,6.09,17.65,4.9,10.72,3.19,67.41,5576,11.85,2.75,561,0,0,7.8,51.78,23.5,3047.4,1.2,1,75,266,563,2401,218,27
Rowlettcity,TX,23260,3.08,100,48121,9.17,7.2,17520,14906,18123,12573,2.53,9.43,3.14,7.67,3.3,76,746,9.25,1.07,531,0,0,3.2,61.81,19.4,1200.5,1.23,0,9,94,251,642,34,5
Nutleytownship,NJ,27099,2.56,100,43172,31.74,17.62,20020,19914,15377,14645,5.04,20.49,5.15,7.44,3.13,64.83,2848,15.27,2.36,583,0,0,10.51,71.03,3.5,7771.9,8.7,1,24,49,198,355,123,15
Donnacity,TX,12652,3.84,100,16922,32.14,12.06,5882,21635,688,4491,38.96,59.01,18.14,8.68,4.15,56.67,2313,6.83,20.26,151,0,0,18.14,66.81,4.6,2764.9,0.57,1,8,26,270,961,85,0
Pittsburghcity,PA,369879,2.41,100,20747,34.54,18.81,14540,7311,10506,10784,21.42,27.55,9.07,11.66,3,60.59,16946,21.56,0.95,298,693,67,4.58,80.11,57.6,6417.5,22.57,80,2784,1389,4611,13017,6506,335
Whitehallborough,PA,14451,2.35,100,34183,37.82,25.15,17944,19955,6711,25639,6.66,13.26,4.11,7.82,2.88,63.98,267,5.99,0.21,348,0,0,1.85,85.23,3.4,4243.8,13.53,0,1,2,9,87,23,0
Cliftoncity,NJ,71742,2.47,100,39905,37.02,20.22,19241,13412,17846,13044,4.7,27.14,4.71,7.93,3,69.63,13659,10.68,3.97,537,2,0,19.04,63.44,11.7,6124.7,5.66,0,72,73,438,1402,450,5
Plymouthtown,MA,45608,2.87,0,39886,24.84,15.13,15975,12213,22262,10634,5.75,15.79,7.16,9.47,3.24,69.71,1345,4.54,0.61,584,3,3,2.95,80.25,100,456.3,2.33,1,11,409,464,1009,76,1
Rosemeadcity,CA,51638,3.77,100,29770,20.08,11.88,12601,10771,8792,8413,20.02,46.16,8.41,8.81,4.08,55.16,24987,18.06,24.51,581,0,3,48.39,38.8,5.3,9728.3,5.62,8,265,377,631,893,452,10
Plainviewcity,TX,21700,2.94,0,21433,28.78,9.87,13193,5663,4364,4986,22.58,37.63,8,9.99,3.4,66.11,1485,12.86,6.55,255,0,0,6.89,76.31,13.5,1608.4,0,4,20,101,315,857,39,7
Franklintown,MA,22095,2.98,78.31,50679,19.7,14.52,18263,17070,15959,22692,2.4,12.24,5.23,6.7,3.27,68.56,762,13.39,0.7,501,0,0,3.45,72.12,27.7,797.5,5.15,0,2,14,16,227,25,0
Wilkinsburgborough,PA,21080,2.14,100,22709,28.18,18.47,15998,10322,30390,8681,17.28,19.13,8.8,15.18,2.92,66.01,425,21.18,0.7,324,0,0,2.02,81.27,2.4,8836.4,28.6,6,184,317,344,432,347,11
Pecoscity,TX,12069,3.2,0,19017,27.47,6.87,7569,6518,0,5433,26.74,52.26,13.32,9.11,3.65,54.37,1413,14.51,13,202,6,0,11.71,79.55,7.5,1599.8,5.97,0,4,23,107,298,8,0
BattleCreekcity,MI,53540,2.5,99.61,25306,30.34,19.65,13826,8363,21572,9684,18.26,23.41,10.22,15.85,3.03,68.73,1205,29.38,0.91,307,120,0,2.25,71.14,44.3,1207.3,1.4,8,194,490,1172,3339,271,27
Warwicktownship,PA,11622,2.93,27.91,41338,20.83,10.79,15049,16962,16507,20642,2.69,22.37,2.44,6.32,3.21,74.01,170,10,0.21,391,0,0,1.46,82.73,20.8,559.7,0.33,0,0,2,2,58,1,0
Westfordtown,MA,16392,3.08,50.52,60566,18.17,13.84,21986,31196,16230,27103,1.12,9.51,5.41,5.82,3.35,70.78,523,11.66,0.64,578,0,0,3.19,71.86,31.7,516.9,0.64,0,1,14,44,155,14,0
WarrensvilleHeightscity,OH,15745,2.46,100,27893,21.25,17.06,15070,13103,14922,14696,10.28,23.01,9.34,18.43,3.02,82.65,381,21.78,0.46,405,0,1,2.42,65.79,4.1,3797.3,9.94,3,69,66,114,353,167,9
Alvincity,TX,19220,2.76,0,28860,19.97,11.4,13683,7770,5923,6803,14.01,26.19,4.56,13.03,3.23,63.32,985,13.4,3.23,314,0,0,5.12,66.19,19,1013.5,0.31,2,17,53,178,1006,56,2
Wilmingtoncity,OH,11199,2.53,0,25300,30.56,18.57,12595,8702,6882,8623,15.05,22.29,6.61,12.2,3,74.45,142,15.49,0.19,268,12,0,1.27,81.53,5.1,2176.8,0.56,1,6,33,60,442,19,0
PomptonLakesborough,NJ,10539,2.68,100,48864,26.59,18.45,19343,12226,26863,16454,2.07,20.26,3.61,8.65,3.15,67.5,836,10.89,1.36,701,0,0,7.93,69.92,3.1,3428,3.17,0,0,6,38,191,19,0
Amarillocity,TX,157615,2.58,100,24915,24.44,12.28,14025,6382,8693,6314,16.77,24.28,6.76,13.63,3.12,68.61,6497,17.13,2.42,291,269,23,4.12,66.51,91.1,1730.1,0.85,11,208,821,2739,9351,649,69
Bethlehemcity,PA,18867,2.37,100,30565,35.38,25.49,15498,10868,17018,9443,6.09,25.24,4.06,9.26,2.89,74.07,827,4.59,0.84,451,0,0,4.38,78.95,4.5,4154.3,1.67,1,73,134,533,1944,174,7
Coltoncity,CA,40213,2.99,100,28838,16.71,11.28,12625,9049,11208,8010,15.59,29.69,9.69,14,3.5,59.09,6801,19.53,7.75,484,100,9,16.91,57.47,14.6,2746,0.62,6,172,261,803,1390,640,18
Chesterfieldtownship,MI,25905,2.91,92.6,42026,15.81,11.84,16505,13284,10273,11482,4.31,15.58,5.38,9.34,3.31,64.26,824,3.64,0.55,467,0,0,3.18,79.75,28.9,896.1,0.29,0,5,64,145,849,72,2
LowerMakefieldtownship,PA,25083,2.93,94.13,69904,16.78,13.07,28849,21489,31869,21241,1.8,5.62,2.95,5.72,3.22,63.87,1454,3.85,0.27,740,0,0,5.79,36.91,18.6,1349.9,7.7,1,1,4,107,359,48,0
GardenGrovecity,CA,143050,3.21,100,39882,19.72,14.63,16069,16515,9827,8412,10.42,25.6,6.21,11.61,3.51,66.04,43608,22.85,13.28,694,47,15,30.48,40.42,18.6,7697.5,2.96,13,430,441,1759,5075,1799,65
Bridgewatertownship,NJ,32509,2.88,98.37,63533,20.41,14.82,26200,16936,27027,16008,1.62,10.96,2.64,6.03,3.16,73.89,3387,8.33,1.8,757,35,0,10.42,56.51,33.6,967.1,2.18,0,16,15,101,698,70,5
SanFernandocity,CA,22580,4.01,100,32128,22.3,13.04,11715,9836,8927,7381,17.68,59.31,9.65,9.28,4.24,56.54,10024,19.65,29.07,519,0,1,44.39,44.34,2.5,9119.5,5.34,3,113,138,219,454,311,4
Radnortownship,PA,28703,2.92,100,51762,27.46,16.64,29243,9906,27432,15885,5.31,7.03,3.49,5.65,3.05,61.13,2131,11.17,0.56,670,0,0,7.43,53.53,14.3,2013.5,13.16,1,4,10,66,420,36,1
Alliancecity,OH,23304,2.62,0,21040,35.92,19.97,10455,6050,5780,7333,19.29,28.3,11.58,12.58,3.03,62.72,388,13.4,0.5,223,26,0,1.66,78.66,8.5,2733.9,0.15,0,96,120,428,1600,149,21
Andovertown,MA,29151,2.8,82.86,61070,21.94,15.21,26442,29957,22929,19743,2.93,8.78,4.05,6.24,3.26,66.84,2062,12.71,1.08,594,0,0,7.07,64.87,32.1,907.4,2.64,0,7,16,178,540,131,1
Stocktoncity,CA,210943,3.07,100,26876,24.22,15.57,14141,7789,6914,7884,21.37,33.37,10.28,13.36,3.57,55.78,47721,13.65,11.42,404,514,60,22.62,53.77,54.5,3873.4,2,45,1554,1744,5362,12291,3696,132
Ferndalecity,MI,25084,2.54,100,28964,26.72,15.39,12895,9742,6864,11473,10.66,26.23,6.29,14.59,3.15,64.39,1671,9.63,1.16,407,0,0,6.66,76.06,4,6246,1.64,1,80,151,243,990,221,6
Ephrataborough,PA,12133,2.48,0,30907,29.2,14.49,14848,10400,7780,10607,5.78,29.71,2.28,10.17,2.97,81.25,275,9.82,0.84,352,0,0,2.27,83.66,3.7,3253.5,0.09,0,3,10,50,267,14,0
Albioncity,MI,10066,2.96,0,20078,33.23,16.94,9680,7999,1025,6773,25.36,29.49,12.35,10.75,3.08,66.56,215,13.02,0.79,235,0,0,2.14,67.22,4.4,2310.8,0.27,1,17,88,101,382,9,3
Delanocity,CA,22762,3.65,0,21054,27.35,10.93,11418,5192,7544,5975,23.66,58.07,23.83,8.26,3.96,66.59,9075,15.48,24.15,305,0,0,39.87,45.9,8.8,2572.6,0.35,4,73,117,435,1324,175,1
Eurekacity,CA,27025,2.43,0,21812,30.5,18.87,13691,6368,8137,8868,18.66,20.72,8.55,16.77,2.99,63.59,1506,10.69,2.06,340,173,27,5.61,60.94,9.8,2757.7,1.16,4,66,203,610,2051,298,38
Escondidocity,CA,108635,2.77,100,32895,25.99,16.7,15586,10548,14024,7419,11.21,22.05,6.23,13.12,3.2,67.47,18657,23.45,7.66,570,134,19,17.17,40.99,36.9,2942.1,2.05,8,215,481,1490,4809,1247,33
ArroyoGrandecity,CA,14378,2.51,0,34796,36.54,23.68,16812,14671,16472,10363,8.35,16.06,5.14,11.26,2.95,70.92,882,6.8,1.79,513,0,0,6.13,56.45,5.9,2451.9,0.73,0,6,95,116,384,21,6
SealBeachcity,CA,25098,1.88,100,32834,50.9,30.04,25729,20543,29765,18320,4.83,13.68,2.9,10.98,2.62,68.34,2459,11.31,1.09,790,0,2,9.8,37.02,12.1,2067.4,1.08,1,35,22,224,482,137,12
LakeJacksoncity,TX,22776,2.8,0,46007,15.6,13.92,19444,15234,16756,11835,3.43,9.77,3.28,8.71,3.18,63.39,1198,31.14,1.11,364,0,0,5.27,60.84,14.3,1593.2,0,1,4,8,89,450,34,1
Paramountcity,CA,47669,3.67,100,29015,17.36,9.78,10697,10428,10813,7225,17.6,49.9,9.88,11.91,4.08,57.64,17901,17.26,20.54,593,0,2,37.55,44.87,4.9,9784.3,3.53,13,369,629,730,1149,907,26
Herefordcity,TX,14745,3.07,0,21120,27.08,7.22,10782,5894,3872,4728,27.89,43.25,7.7,9.52,3.5,58.55,1224,12.42,8.81,241,28,0,8.3,73.33,5.8,2544,0,1,9,57,124,598,38,8
WestDeptfordtownship,NJ,19380,2.62,99.63,38410,21.49,14.06,17340,14565,21284,38203,5.25,20.42,3.88,10.44,3.15,67.33,496,9.48,0.49,481,7,0,2.56,60.88,16.5,1176.9,2.69,1,9,17,146,443,42,1
Gardnercity,MA,20125,2.52,0,28035,32.6,16.95,13407,9115,12393,3578,10.98,32.05,9.36,11.66,2.98,66.67,1738,7.83,1.42,390,3,0,8.64,75.37,23,875.4,0.32,0,7,145,191,319,49,1
Piquacity,OH,20612,2.66,0,25026,30.87,18.16,11494,7575,54657,6966,14.18,30.5,7.34,11.62,3.13,69.39,199,18.09,0.43,280,0,0,0.97,83.68,7.7,2686,0.27,0,10,8,169,921,43,3
SanClementecity,CA,41100,2.46,100,46374,23.47,17.09,24416,12671,21158,12271,6.99,9.64,3.66,12.51,2.9,65.06,4994,21.13,3.84,721,14,0,12.15,44.8,18.1,2271.2,1.11,3,31,99,370,662,214,16
Salemcity,MA,38091,2.41,100,32645,28.27,15.92,16748,9730,13270,6814,11.7,21.8,7.28,10.7,2.97,65.37,3390,16.28,3.45,539,77,3,8.9,75.34,8.4,4539,7.36,1,31,41,489,1268,374,3
Manalapantownship,NJ,26716,3.15,88.24,58028,29.06,15.96,21325,14568,19044,13619,2.61,14.18,4.36,3.64,3.46,57.19,2475,4.12,1.17,644,3,0,9.26,36.34,31.7,842.5,14.67,0,3,20,88,331,25,2
Nederlandcity,TX,16192,2.61,100,33253,25.03,16.89,14289,2629,9700,10572,6.69,15.74,3.85,10.59,3.06,60.13,213,0,0.46,304,0,0,1.32,73.08,5.2,3142.9,0,0,3,9,123,629,52,0
Coatesvillecity,PA,11038,2.71,100,24887,32.69,22.73,12938,7544,8008,7335,18.19,32.4,6.87,12.89,3.28,67.78,315,5.08,2.52,359,60,0,2.85,82.53,1.9,5750.2,4.79,2,76,41,110,331,66,3
Calntownship,PA,11997,2.92,91.19,41129,18.97,14.52,16735,10148,13882,19944,6.69,16.76,3.05,11.61,3.15,68.07,436,7.8,0.28,494,0,0,3.63,72.7,9.1,1322,2.16,0,14,37,68,392,50,0
Milfordtown,MA,25355,2.71,0,38180,24.97,15.44,16186,14978,11158,8797,4.45,23.28,6.78,8.98,3.16,71.12,2467,17.43,3.65,493,23,0,9.72,68.28,15.1,1676.4,0.97,0,2,0,56,125,75,0
Arcatacity,CA,15197,2.5,0,18551,20.43,12.49,11021,6129,4001,6416,28.12,14.28,9.44,10.29,2.87,66.3,703,10.67,1.18,382,0,3,4.63,61.19,8.4,1816.1,1.2,0,6,48,169,970,53,4
UnionCitycity,CA,53762,3.42,100,46988,14.43,11.33,16895,15648,13493,11494,6.51,22.53,4.49,9.45,3.72,73.46,17393,14.53,7.75,703,0,6,32.35,46.09,19.4,2766.7,6.89,1,119,166,638,1793,267,27
Dublincity,OH,16366,2.96,100,71996,9.18,7.93,31207,23722,24242,11520,1.04,2.09,1.32,6.28,3.26,59.21,796,24.62,1.43,637,0,0,4.86,53.52,18.4,891.7,0.04,0,8,4,157,506,36,0
Parsippany-TroyHillstownship,NJ,48478,2.64,100,50475,17.5,11.2,22897,21543,17001,16579,2.13,14.32,3.11,8.44,3.15,66.33,8097,13.99,2.95,651,0,0,16.7,54.88,24.8,1958.2,3.03,3,15,45,391,810,104,10
RanchoPalosVerdescity,CA,41659,2.79,100,79797,20.73,19.69,38958,35795,27831,25035,3.16,4.79,2.33,7.15,3.04,53.23,9680,21.99,3.77,1001,0,0,23.24,37.83,14.2,2942.9,0.81,1,21,117,239,363,96,8
Plainfieldcity,NJ,46567,3.07,100,38463,21.76,11.85,19070,13496,15418,9252,12.22,28.56,8.65,12.79,3.49,79.1,7011,22.28,6.18,558,4,16,15.06,50.04,6.3,7442.1,7.17,9,377,296,924,1609,424,16
Sandwichtown,MA,15489,2.79,6.59,43500,28.93,21.75,17562,14469,7520,12484,4.8,7.93,4.36,7.83,3.13,64.9,552,5.98,0.36,634,0,0,3.56,69.63,44.6,347.3,0.94,0,3,84,98,232,28,0
