gemeinde,staat,bevoelkerung,bevoelkerung_dichte,haushalt_groesse,median_einkommen,prozent_pension,prozent_armut,prozent_arbeitslos,prozent_metro,verbrechen,haeufigkeit
LosAlamitoscity,CA,11676,2798.7,2.84,45171,15.78,4.38,4.24,0.15,autoTheft,101
SouthOrangeVillagetownship,NJ,16390,5529.7,3.17,64338,14.6,3.03,3.64,14.68,autoTheft,496
RedBluffcity,CA,12363,1641.4,2.57,19474,15.89,20.41,9.88,0,autoTheft,75
Colleyvillecity,TX,12724,937,3.11,77530,12.08,1.25,3.12,0.27,autoTheft,8
Pittsburgcity,CA,47564,4222.7,3.04,38532,14.42,10.79,7,4.53,autoTheft,263
MissionViejocity,CA,72820,4027.7,2.89,61058,13.66,1.96,2.9,0.62,autoTheft,220
LongBeachcity,CA,429433,8287.7,2.7,31938,13.73,16.82,6.54,6.3,autoTheft,7626
Coronacity,CA,76095,2579.1,3.18,43555,11.97,8.31,5.76,0.73,autoTheft,1334
Beverlycity,MA,38195,2388,2.58,39603,17.89,6.62,5.42,5.14,autoTheft,106
Geneseetownship,MI,24093,791.2,2.74,30160,24.08,13.77,11.36,0.51,autoTheft,91
SanBrunocity,CA,38961,5846.5,2.66,42019,15.36,4.77,4.12,6.3,autoTheft,218
PortLavacacity,TX,10886,1642.4,2.88,21946,14.01,20.44,9.97,0.24,autoTheft,28
Alicecity,TX,19788,1631.1,3.11,18962,10.69,28.5,9.97,0.24,autoTheft,41
Coronadocity,CA,26540,3324.1,3.62,47790,25.71,4.07,1.71,6.26,autoTheft,145
LaPalmacity,CA,15392,8169.9,3.2,54364,12.34,5.89,2.5,0.67,autoTheft,128
Dinubacity,CA,12743,4583.8,3.41,22032,12.07,22.58,14.95,0,autoTheft,73
Bernardstownship,NJ,17199,691.9,2.71,70000,13.47,1.52,2.86,5.87,autoTheft,9
Clearlakecity,CA,11804,1101.9,2.28,16600,23.99,22.15,12.8,0.57,autoTheft,76
Fremontcity,OH,17648,2753.9,2.65,25385,16.11,14.66,10.08,0.53,autoTheft,43
Midlandcity,MI,37819,1341.7,2.57,39087,17.36,9.26,4.97,0.29,autoTheft,32
Lebanoncity,OH,10453,1087.9,2.62,27095,16.84,8.65,1.93,0.14,autoTheft,23
Pariscity,TX,24699,876.6,2.52,18743,16.49,25.43,8.5,0,autoTheft,140
Hawthorneborough,NJ,17084,4854.5,2.5,43109,17.26,3.42,3.95,3.69,autoTheft,23
DeSotocity,TX,30544,1365.5,2.84,45550,10.73,3.98,4.11,0.78,autoTheft,162
Raritantownship,NJ,15616,398.2,2.83,61524,10.99,2.31,2.46,1.55,autoTheft,13
TraverseCitycity,MI,15116,1838.9,2.45,27373,16.77,8.7,4.19,0.83,autoTheft,13
Rockwallcity,TX,10486,690.4,2.69,44130,13.46,7.64,4.58,0.56,autoTheft,27
LowerAllentownship,PA,15254,1431.1,2.6,37461,26.81,3.65,2.17,1.1,autoTheft,7
Willingborotownship,NJ,36291,4547.1,3.29,47121,25.01,4.47,5.61,4.94,autoTheft,184
RidgefieldParkvillage,NJ,12454,6943.6,2.51,42464,13.84,5.1,4.59,12.87,autoTheft,32
Emmetttownship,MI,10764,322.2,2.62,30200,18.77,11.94,8.18,0,autoTheft,35
Hinghamtown,MA,19821,851.4,2.87,60274,17.1,2.64,5.9,9.33,autoTheft,37
Butlertownship,PA,17625,788.6,2.58,31503,26.6,7.56,5.17,0.26,autoTheft,34
Lindencity,NJ,36701,3278.7,2.55,35911,20.49,5.63,6.69,5.81,autoTheft,361
Kalamazoocity,MI,80277,3153.6,2.73,23207,13.75,26.23,9.17,2.49,autoTheft,439
Westfieldtown,NJ,28870,4138.5,2.81,66760,15.18,1.79,2.99,11.58,autoTheft,97
GrandTerracecity,CA,10946,3047.3,2.84,45127,16.48,3.64,4.24,0.66,autoTheft,140
Carsoncity,CA,83995,4303,3.53,43882,17.22,6.95,7.17,2.42,autoTheft,1131
Berkeleytownship,NJ,37319,839.6,2.12,23028,45.51,4.57,7.32,1.92,autoTheft,30
Hilliardcity,OH,11796,1320.6,2.81,36415,12.91,4.18,4.05,0.51,autoTheft,33
Greenfieldtown,MA,18666,829.1,2.43,26680,17.95,11.93,5.91,0.74,autoTheft,55
Lomitacity,CA,19382,9868.6,2.46,36222,14.17,10.68,4.7,2,autoTheft,124
RedondoBeachcity,CA,60167,9250.8,2.25,51913,10.17,5.59,3.38,1.41,autoTheft,625
Mariettacity,OH,15026,1885,2.53,20950,19.38,17.68,6.82,0.95,autoTheft,24
LaPuentecity,CA,36955,10219.9,4.1,33273,11.83,14.02,9.23,5.22,autoTheft,396
WalnutCreekcity,CA,60569,3028.4,2.14,45529,23.06,3.81,3.27,12.57,autoTheft,178
UpperDarbytownship,PA,81177,9963.3,2.48,32356,19.91,6.99,4.78,15.22,autoTheft,358
Hollistercity,CA,19212,3283,3.26,32857,13.51,11.71,10.99,0.28,autoTheft,90
SaddleBrooktownship,NJ,13296,4712.2,2.72,46082,19.05,3.77,5.56,4.4,autoTheft,74
Quincycity,MA,84985,4887.1,2.38,35858,19.09,6.82,6.92,18.15,autoTheft,617
YubaCitycity,CA,27437,3832,2.59,23491,17.12,18.56,11,0.25,autoTheft,203
Denvilletownship,NJ,13812,1101.5,2.83,59724,18.09,2.06,2.73,3.73,autoTheft,15
Perriscity,CA,21460,697.7,3.19,28611,14.71,15.73,9.73,0.51,autoTheft,498
Lakewoodcity,OH,59718,10393,2.21,28791,14.95,8.5,4.87,10.17,autoTheft,154
Zanesvillecity,OH,26778,2482.6,2.48,17658,19.11,25.86,13.05,1.28,autoTheft,108
Muhlenbergtownship,PA,12636,1047.1,2.51,32979,27.59,5.71,3.05,0.75,autoTheft,52
RiverEdgeborough,NJ,10603,5428.5,2.6,52126,21.48,2.38,2.93,16.12,autoTheft,18
MorenoValleycity,CA,118779,2333.6,3.4,42186,13.92,8.36,7.31,0.91,autoTheft,1426
Ramseyborough,NJ,13228,2304.4,2.84,65590,13.94,2.46,3.75,8.34,autoTheft,44
CopperasCovecity,TX,24079,2479.3,2.98,24596,21.81,11.97,7.81,0.16,autoTheft,47
Ketteringcity,OH,60569,3134.5,2.32,34506,22.5,4.17,3.09,1.84,autoTheft,173
Dumontborough,NJ,17187,8359.4,2.78,48776,19.15,3.26,4.09,10.52,autoTheft,11
Novicity,MI,32998,1046,2.6,47518,13.19,3.26,3.9,0.24,autoTheft,129
Xeniacity,OH,24664,2657.8,2.73,25508,18.56,15.49,7.43,0.32,autoTheft,26
Troycity,OH,19478,2189.3,2.55,29032,18.56,9.83,4.52,0.55,autoTheft,24
Melrosecity,MA,28150,5784.6,2.57,44109,19.44,4.23,4.8,15.95,autoTheft,56
Paradisetown,CA,25408,1315.7,2.3,22954,30.05,11.13,7.48,0.57,autoTheft,38
Nilescity,MI,12456,2336.1,2.41,23700,17.29,13.67,5.19,0.64,autoTheft,45
AgouraHillscity,CA,20390,2410.2,3.08,70919,6.73,3.53,3.61,0.62,autoTheft,93
Greenvillecity,TX,23071,936.9,2.64,25075,14.1,16.85,6.29,0.29,autoTheft,106
Burlingamecity,CA,26801,5955.8,2.17,42487,16.3,4.69,2.8,7.7,autoTheft,173
Haddontownship,NJ,14837,5324,2.38,36215,22.77,3.75,2.28,11.79,autoTheft,61
Burkburnettcity,TX,10145,1028.9,2.69,25943,21.07,13.93,8.04,0,autoTheft,8
Harrisburgcity,PA,52376,6234.9,2.43,20329,17.42,27.02,10.31,12.67,autoTheft,407
Lancastercity,TX,22117,732.4,2.87,31489,11.09,10.06,5.42,0.52,autoTheft,138
Lodiborough,NJ,22355,9533.9,2.49,33311,15.38,6.12,7.04,6.03,autoTheft,161
Detroitcity,MI,1027974,7153,2.75,18742,17.52,32.41,19.67,10.57,autoTheft,28061
Visaliacity,CA,75636,3107.5,2.9,29463,13.18,17.62,6.83,0.8,autoTheft,616
Oxfordtown,MA,12588,456.3,2.8,36682,13.85,4.51,6.67,0.55,autoTheft,34
Andrewscity,TX,10678,2163.3,2.98,26136,14.51,16.11,7.12,0,autoTheft,11
Seguincity,TX,18853,1534.3,2.97,19970,15.84,27.8,8.74,0,autoTheft,31
Hawthornecity,CA,71349,11605.2,2.63,30967,9.61,13.92,6.89,5.13,autoTheft,1524
Pennsvilletownship,NJ,13794,576.4,2.6,38025,22.84,6.1,3.62,1.1,autoTheft,13
Melvindalecity,MI,11216,3905.3,2.4,26179,22.55,12.12,8,1.63,autoTheft,113
SanJacintocity,CA,16210,1477.4,2.69,20810,21.93,15.96,8.24,0.48,autoTheft,99
Sacramentocity,CA,369365,3702.5,2.56,28183,16.66,17.21,7.6,4.1,autoTheft,7885
Scrantoncity,PA,81805,3131.4,2.51,21060,20.07,15.22,6.55,3.02,autoTheft,241
Centertownship,PA,10742,673.2,2.77,34978,27.37,4.07,4.72,0.33,autoTheft,6
CityofOrangetownship,NJ,29925,13083.7,2.58,27301,14.13,17.8,9.74,19.92,autoTheft,896
SouthGatecity,CA,86284,11329.3,3.85,27279,11.36,17.44,10.81,8.02,autoTheft,1576
FortWorthcity,TX,447619,1537.2,2.66,26547,13.58,17.42,7.43,1.65,autoTheft,6007
Oceantownship,NJ,25058,2190.2,2.71,46885,15.48,3.2,4.61,3.56,autoTheft,49
Harvardtown,MA,12329,451.5,4.14,47299,6.89,3.88,1.66,13.49,autoTheft,1
NewportBeachcity,CA,66643,4589.7,2.16,60374,12.76,5.67,3.01,0.95,autoTheft,350
Martinezcity,CA,31808,2740.2,2.54,45964,14.69,5.95,4.07,6.08,autoTheft,138
Montclairtownship,NJ,37729,5776.7,2.6,52442,15.01,6.03,5.41,19.72,autoTheft,432
Hollandcity,MI,25086,2853.3,2.99,30469,14.16,12.82,5.32,0.66,autoTheft,54
UpperArlingtoncity,OH,34128,3421.8,2.45,53140,22.18,1.38,1.87,1.7,autoTheft,16
Glendoracity,CA,47828,2371.5,2.93,46116,14.14,4.96,4.3,1.39,autoTheft,191
Sumptertownship,MI,10891,279.8,2.95,34929,15.87,7.64,9.78,0,autoTheft,61
Bellinghamtown,MA,14877,776.3,2.95,45397,13.43,3.42,6.41,2.13,autoTheft,20
MountOlivetownship,NJ,21282,674.7,2.67,45828,9.28,2.77,3.64,1.23,autoTheft,32
Hanoverborough,PA,14399,3807.6,2.28,24947,15.07,8.35,3.35,0.51,autoTheft,21
Westlakecity,OH,27018,1640.4,2.63,47629,16.74,2.07,3.03,2.97,autoTheft,60
Massilloncity,OH,31007,2268.2,2.56,23819,23.02,14.44,8.98,0.21,autoTheft,99
Roxburytownship,NJ,20429,923.4,3.14,57484,16.18,2.29,3.25,1.78,autoTheft,26
Artesiacity,CA,15464,9248.8,3.52,36383,13.28,9.28,6.62,1.17,autoTheft,158
Urbanacity,OH,11353,1775,2.52,26684,19.18,11.61,7.28,1.03,autoTheft,21
Highlandcity,CA,34439,2450.1,3.04,31561,17.72,15.79,8.66,1,autoTheft,371
Southgatecity,MI,30771,4331.5,2.54,36526,21.39,4.62,6.09,0.96,autoTheft,239
Moorestowntownship,NJ,16116,1053.1,2.76,54834,18.22,2.91,3.03,2.89,autoTheft,36
Rialtocity,CA,72388,3288.6,3.31,36233,15.13,12.12,8.12,0.82,autoTheft,878
Irvingtontownship,NJ,61018,19984.9,2.75,30529,10.7,12.38,9.91,19.9,autoTheft,2423
Hobokencity,NJ,33397,25331.5,2.22,34873,8.5,16.39,6.16,52.59,autoTheft,673
Harlingencity,TX,48735,1747,3.17,20858,13.71,29.93,9.65,0.14,autoTheft,385
Clintontown,MA,13222,2237.7,2.49,34091,13.31,7.48,5.35,0.05,autoTheft,8
Sayrevilleborough,NJ,34986,2092.8,2.74,46057,19.82,3.1,4.04,8.87,autoTheft,108
Winchestertown,MA,20267,3239.4,2.78,65994,17.26,2.63,3.64,8.84,autoTheft,39
Bellmawrborough,NJ,12603,4012.2,2.69,34887,20.87,4.34,5.28,4.26,autoTheft,19
Lodicity,CA,51874,4722.7,2.73,30739,16.86,12.6,6.45,0.1,autoTheft,316
Stoughtontown,MA,26777,1611.4,2.85,42044,15.91,4.78,5.81,5.98,autoTheft,175
Holmdeltownship,NJ,11532,621.3,3.42,83975,13.57,1.77,2.67,10.6,autoTheft,6
NorthPlainfieldborough,NJ,18820,6512.1,2.56,41875,14.09,3.66,3.76,5.04,autoTheft,148
Yeadonborough,PA,11980,7175.4,2.5,35951,20.4,5.47,5.26,23.44,autoTheft,107
SanFranciscocity,CA,723959,14962.8,2.37,33414,14.37,12.66,6.2,34.88,autoTheft,11056
Covinacity,CA,43207,6041.2,2.78,38907,13.04,7.63,5.35,2.84,autoTheft,562
SantaFeSpringscity,CA,15520,1728.3,3.33,33313,18.86,10.57,8.61,2.65,autoTheft,539
Farmingtoncity,MI,10132,3665.7,2.17,41040,27.02,3.64,4.82,0.93,autoTheft,8
Winslowtownship,NJ,30087,503.3,3.09,39916,12.71,7.35,5.37,6.02,autoTheft,99
SantaMonicacity,CA,86905,10143,1.94,35997,10.37,9.35,4.81,5.41,autoTheft,1754
Eriecity,PA,108718,4772.8,2.58,22032,19.63,19.3,8.85,3.82,autoTheft,377
GrandRapidscity,MI,189126,4124.7,2.74,26809,14.2,16.12,7.35,3.39,autoTheft,1075
VanWertcity,OH,10891,2102,2.48,25324,18.49,8.92,5.73,0.2,autoTheft,32
NortonShorescity,MI,21755,903.4,2.62,33646,22.59,7.23,5.11,0.2,autoTheft,38
Vermilioncity,OH,11127,1004.2,2.8,37500,20.14,8.54,4.74,0.13,autoTheft,11
Westervillecity,OH,29092,3417.4,2.96,48137,15.36,2.75,2.55,0.69,autoTheft,23
NorthAdamscity,MA,16797,793.1,2.54,22100,20.49,14.33,9.86,1.84,autoTheft,20
Wallingtonborough,NJ,10828,10395.5,2.32,32332,18.68,5.18,8.03,6.53,autoTheft,51
GalenaParkcity,TX,10033,1941.4,3.27,24103,18.21,19.42,8.29,0.9,autoTheft,32
Leicestertown,MA,10191,421,2.95,40321,14.58,4.1,5.55,1.1,autoTheft,1
Alamedacity,CA,76459,6865.9,2.63,38122,17.14,6.81,3.53,14.46,autoTheft,479
Fairfieldcity,OH,39729,1840.1,2.6,38531,12.76,3.77,3.66,0.54,autoTheft,116
Millbraecity,CA,20412,6133.4,2.57,45999,21.98,5.4,3.19,5.08,autoTheft,66
Lancastercity,PA,55551,7270.3,2.62,22210,15.54,20.93,6.47,5.48,autoTheft,313
Ashlandtown,MA,12066,935.8,2.62,51173,12.76,1.92,5.21,3.31,autoTheft,2
Richlandtownship,PA,12777,631.1,2.79,27154,27.62,7.54,5.82,0.86,autoTheft,15
Arcadiacity,CA,48290,4284.1,2.63,47347,16.73,5.23,3.63,1.76,autoTheft,328
Miltontown,MA,25725,1904.3,2.94,53130,23.5,3.04,4.52,10.43,autoTheft,48
Indiocity,CA,36793,2084.8,3.42,25976,12.22,21.24,9.83,1.14,autoTheft,467
ForestParkcity,OH,18609,2834.7,2.84,37050,13.5,5.55,5.23,3.79,autoTheft,27
Cranfordtownship,NJ,22633,4533.9,2.77,54469,19.72,2.51,2.57,8.46,autoTheft,45
Banningcity,CA,20570,1077,2.77,22514,24.93,16.86,10.81,0.44,autoTheft,199
LosBanoscity,CA,14519,2007.6,3.04,24649,12.31,19.4,10.21,0,autoTheft,73
Romuluscity,MI,22897,615.4,2.92,31723,13.44,12.94,9.6,0.14,autoTheft,423
Beniciacity,CA,24437,1844.6,2.65,49660,17.6,5.43,4.19,3.11,autoTheft,81
Medfordtownship,NJ,20526,503.9,3,59834,15.02,2.3,4.36,2.02,autoTheft,11
MineralWellscity,TX,14870,705.5,2.73,19456,16.38,23.17,9.68,0.69,autoTheft,46
Alhambracity,CA,82106,10393.2,2.91,31368,11.72,14.75,6.05,5.99,autoTheft,799
Millburntownship,NJ,18630,1915.8,2.7,83275,15.57,1.94,2.25,17.53,autoTheft,131
Pepperelltown,MA,10098,432.1,2.98,44492,8.49,3.98,5.47,0.59,autoTheft,6
EastBrunswicktownship,NJ,43548,1910.5,2.92,58769,15.05,2.27,3.86,10,autoTheft,101
MountainViewcity,CA,67460,5410.7,2.25,42431,11.34,6.22,3.17,4.19,autoTheft,349
Athenscity,TX,10967,768.4,2.62,18870,13.81,21.95,9,0,autoTheft,27
LincolnParkcity,MI,41832,6903,2.57,30638,23.56,8.53,7.78,1.21,autoTheft,331
Ypsilanticity,MI,24846,5501.8,2.91,21219,10.17,29.47,7.5,3.53,autoTheft,140
Braintreetown,MA,33836,2351.7,2.84,44734,23.45,4.1,6.7,7.87,autoTheft,267
Dovercity,OH,11329,2301.7,2.56,27688,19.41,7.46,6.74,0.3,autoTheft,14
Elizabethcity,NJ,110002,8617.3,2.81,27631,13.14,16.12,9.91,10.61,autoTheft,2155
Patersoncity,NJ,140891,16110.7,3.21,26960,11.16,18.54,11.04,10.55,autoTheft,1823
SomersPointcity,NJ,11216,2685.8,2.37,31793,16.18,6.25,3.44,2.89,autoTheft,15
Orindacity,CA,16642,1275.8,2.64,80968,18.61,2.36,2.98,11.77,autoTheft,7
Fontanacity,CA,87535,2372,3.32,35558,12.96,11.4,7.37,0.6,autoTheft,1449
AuburnHillscity,MI,17076,992.3,2.65,34825,10.8,7.38,4.18,0.31,autoTheft,89
HasbrouckHeightsborough,NJ,11488,7345.3,2.63,44672,19.09,2.51,4.58,9.64,autoTheft,58
Marlboroughcity,MA,31813,1456.1,2.62,41315,13.75,5.65,6.16,0.65,autoTheft,67
Stantoncity,CA,30491,9422.4,2.96,33367,12.85,13.62,8.43,3.65,autoTheft,371
Florencetownship,NJ,10266,1020.1,2.72,37764,19.71,6.77,4.46,0.26,autoTheft,31
Marquettecity,MI,21977,1859.9,2.77,24365,15.71,16.57,7.2,0.91,autoTheft,26
Miamitownship,OH,28199,819.5,2.95,42530,11.83,4.3,3.02,0.98,autoTheft,17
Reedleycity,CA,15791,3912.5,3.42,24128,12.15,22.42,15.46,0.91,autoTheft,122
MapleShadetownship,NJ,19211,4818.2,2.27,32955,16.44,2.77,4.89,4.13,autoTheft,194
Huntsvillecity,TX,27925,1285.9,3.56,17876,11.04,30,8.13,0.21,autoTheft,67
Vidorcity,TX,10935,999.5,2.78,24568,13.69,15.12,6.4,0,autoTheft,28
SanMarinocity,CA,12959,3322.8,3.01,100077,14.37,3.88,2.81,0.99,autoTheft,15
Inglewoodcity,CA,109602,11537.1,3.04,29881,10.45,16.47,10,7.5,autoTheft,2290
Nilescity,OH,21128,2404.8,2.5,25547,19.77,12.66,7.01,0.34,autoTheft,83
SouthPasadenacity,CA,23936,6731.2,2.34,43043,10.13,5,2.55,1.71,autoTheft,242
Piscatawaytownship,NJ,47089,2419.6,3.36,50451,12.04,2.88,4.6,5.88,autoTheft,114
Everettcity,MA,35701,10186.3,2.46,30786,18.34,9.6,7.59,17.59,autoTheft,419
Hudsontown,MA,17233,1445.6,2.71,45191,13.53,3.61,5.46,0.6,autoTheft,18
BethelParkborough,PA,33823,2793.2,2.66,41149,20.65,3.81,3.78,11.79,autoTheft,75
Amesburytown,MA,14997,1166.8,2.72,37889,16.18,6.25,8.27,0.84,autoTheft,43
Uxbridgetown,MA,10415,340.2,2.76,40059,16.88,5.87,6.65,0.26,autoTheft,4
Northboroughtown,MA,11929,621.2,2.94,57963,10.85,2.82,4.57,0.61,autoTheft,13
Springdalecity,OH,10621,2081.4,2.51,38128,17.85,4.01,3.59,1.17,autoTheft,41
PalosVerdesEstatescity,CA,13512,2713.3,2.73,101320,18.7,2.25,3.56,0.88,autoTheft,12
Williamsportcity,PA,31933,3468.4,2.54,20290,15.79,21.12,9.51,5.42,autoTheft,66
Coppellcity,TX,16881,1106.5,2.81,58815,5.5,2.51,2.28,0.72,autoTheft,10
GrossePointeWoodscity,MI,17715,5241.1,2.7,55657,22.76,1.74,2.21,1.73,autoTheft,31
Pomonacity,CA,131723,5570.2,3.61,32132,11.02,18.43,9.08,3.24,autoTheft,1840
GreenOaktownship,MI,11604,322.8,2.98,47421,16.27,2.87,4.31,0,autoTheft,17
Eastontown,MA,19807,672.2,3.08,50647,12.92,4,4.71,3.26,autoTheft,89
Beltoncity,TX,12476,1118.3,2.96,18549,16.99,25.98,8.72,0.24,autoTheft,21
Lakewoodtownship,NJ,45048,1751.5,2.75,29211,20.68,16.09,7.29,3.9,autoTheft,208
GroveCitycity,OH,19661,1879.5,2.66,34350,18.52,5.82,3.23,1.69,autoTheft,51
Pennsaukentownship,NJ,34738,3181.5,2.8,36097,18.78,5.46,4.26,5.23,autoTheft,571
Perrysburgcity,OH,12551,2599.8,2.61,44277,18.46,2.12,3.98,1.52,autoTheft,15
Veronatownship,NJ,13597,4770.2,2.47,55248,19.75,1.73,2.54,6.56,autoTheft,34
Azusacity,CA,41333,4433,3.27,31889,11.69,14.28,8.28,2.57,autoTheft,345
UpperChichestertownship,PA,15004,2156.5,2.8,40216,16.83,4.15,2.91,1.47,autoTheft,73
Englewoodcity,NJ,24850,4870.3,2.77,46758,13.31,8.42,5.32,15.52,autoTheft,131
Daytoncity,OH,182044,3194.8,2.51,19779,19.55,26.53,10.39,7.48,autoTheft,2939
SanLeandrocity,CA,68223,5022.3,2.34,35681,25.21,4.98,5.29,9.39,autoTheft,706
WestWhitelandtownship,PA,12403,923.7,2.7,50598,11.26,1.55,3.06,4.03,autoTheft,55
Collingswoodborough,NJ,15289,8070.6,2.39,33026,18.83,6.09,3.63,14.45,autoTheft,136
LosAltoscity,CA,26303,3985.3,2.67,79579,21.12,1.23,2.87,1.49,autoTheft,18
Milpitascity,CA,50686,3556.4,3.6,55730,12.52,4.9,4.86,3.02,autoTheft,213
Middletowntownship,NJ,68183,1600.5,3.01,54053,17.24,2.43,4.65,9.72,autoTheft,44
SanRafaelcity,CA,48404,2816.8,2.39,41922,16.35,8.08,4.77,12.1,autoTheft,308
ElPasocity,TX,515342,2027.3,3.21,23460,16.12,25.32,9.85,3.13,autoTheft,5546
Pembroketown,MA,14544,642.6,3.12,46932,14.26,4.11,7.29,1.79,autoTheft,35
Northbridgetown,MA,13371,750.7,2.81,36634,16.28,5.86,7.65,0.25,autoTheft,12
Bergenfieldborough,NJ,24458,8160.3,2.78,45713,19.12,3.34,5.04,11.71,autoTheft,25
SpringGardentownship,PA,11207,1627.4,2.72,37044,19.63,4.73,2.8,0.63,autoTheft,6
LomaLindacity,CA,17400,2402,2.89,33265,14.48,11.76,4.72,1.19,autoTheft,258
Hurstcity,TX,33574,3283.8,2.63,37473,14.34,7.77,5.45,0.1,autoTheft,200
Brawleycity,CA,18923,3675.8,3.27,22365,12.54,24.31,14.81,0.7,autoTheft,78
Oregoncity,OH,18334,606.1,2.67,34704,21.69,7.67,6.57,0.18,autoTheft,97
Freeportcity,TX,11389,959,3.01,21483,11.61,24.2,9.57,0.14,autoTheft,84
Penntownship,PA,15945,507.3,2.91,33219,19.78,3.75,5.87,0.62,autoTheft,18
LowerMorelandtownship,PA,11768,1561.2,2.83,60925,15.96,2.33,2.72,5.31,autoTheft,39
Manheimtownship,PA,28880,1162.1,2.71,41450,19.62,2.42,2.34,1.29,autoTheft,43
SanBernardinocity,CA,164164,2876.8,3.01,25533,15.9,22.79,10.69,1.72,autoTheft,3596
WestHollywoodcity,CA,36118,18541.1,1.6,29314,7.08,11.43,7.04,5.98,autoTheft,869
TheColonycity,TX,22113,1825.7,3.27,42743,5.44,2.85,4.49,0.48,autoTheft,43
Lowellcity,MA,103439,7247.1,2.79,29351,14.28,17.99,10.68,2.95,autoTheft,1961
LaPortecity,TX,27910,1397.2,3.05,41733,9.89,8.82,5.22,0.05,autoTheft,78
Victoriacity,TX,55076,1765,2.78,25576,12.58,18.88,6.83,0.1,autoTheft,246
Yarmouthtown,MA,21174,842.7,2.21,27222,31.07,9.5,7.93,0.84,autoTheft,56
Soloncity,OH,18548,877,2.93,54005,15.98,2.48,2.32,0.66,autoTheft,40
Camdencity,NJ,87492,9575.4,3.29,17386,12.29,36.56,16.3,18.34,autoTheft,1816
Cranberrytownship,PA,14816,627.3,2.85,41006,12.32,2.54,4.56,0.53,autoTheft,24
ElMontecity,CA,106209,10789.2,4.06,28034,10.32,22.51,9.4,6.47,autoTheft,1199
Austincity,TX,465622,2063.8,2.42,25414,10.26,17.93,6.32,5.04,autoTheft,4357
OldBridgetownship,NJ,56475,1434,2.83,47482,14.19,3.47,4.49,13.8,autoTheft,263
Snydercity,TX,12195,1504.8,2.77,23497,14.12,18.61,7.89,0.28,autoTheft,4
LincolnParkborough,NJ,10978,1574.9,2.84,53781,12.41,1.6,3.8,5.33,autoTheft,13
Englewoodcity,OH,11432,2129.8,2.54,37087,21.43,3.14,3.15,1.83,autoTheft,36
Norwalkcity,CA,94279,9323.5,3.58,38124,13.33,9.29,6.64,2.29,autoTheft,1172
Hamburgtownship,MI,13083,389.8,2.95,48481,14.23,3.23,3.55,0.23,autoTheft,21
ThousandOakscity,CA,104352,2032.4,2.86,56856,13.71,4.22,3.95,0.31,autoTheft,344
SanJosecity,CA,782248,4408.8,3.13,46206,11.92,9.31,5.54,3.58,autoTheft,4014
Folsomcity,CA,29802,1342.4,3.4,46726,18.57,5.17,4.16,1.59,autoTheft,106
Tredyffrintownship,PA,28028,1363.7,2.45,61144,14.61,1.8,2.32,10.24,autoTheft,42
Maywoodcity,CA,27850,23054.6,4.29,25567,9.21,21.26,12.22,8.67,autoTheft,220
Webstertown,MA,16196,1251.6,2.48,30067,13.48,9.27,6.53,0.16,autoTheft,39
Tiffincity,OH,18604,2950.2,2.65,24215,20.35,10.69,6.44,0.28,autoTheft,10
Hanovertownship,NJ,11538,1044.2,3.04,60688,19.65,1.23,2.97,1.1,autoTheft,15
Hanfordcity,CA,30897,2583.4,2.85,26629,15.18,15.65,9.04,0.25,autoTheft,189
MillValleycity,CA,13038,2693.8,2.19,55748,16.3,3.28,2.76,13.1,autoTheft,15
SugarLandcity,TX,24529,1929.6,3.03,56571,9.86,2.5,4.08,1.39,autoTheft,125
Portlandcity,TX,12224,2007.9,2.97,37952,12.51,7.03,5.29,0.23,autoTheft,11
Fallstownship,PA,34997,1516.5,2.79,40287,19.82,4.28,4.5,2.85,autoTheft,135
Peterstownship,PA,14467,712.7,2.93,53045,15.09,2.51,3.39,4.98,autoTheft,19
Ridgewoodvillage,NJ,24152,4033.9,2.89,75221,15.89,2.1,3.11,14.09,autoTheft,19
Enniscity,TX,13883,804.2,3,25679,11.95,16.54,6.75,0,autoTheft,49
HarperWoodscity,MI,14903,5560.8,2.27,33098,29.97,4.42,4.24,1.75,autoTheft,240
MontereyParkcity,CA,60738,7676.7,3.11,32605,12.88,16.42,6.15,4.88,autoTheft,681
Downeycity,CA,91444,7097.5,2.77,36991,15.61,8.05,5.43,1.8,autoTheft,1157
Wakefieldtown,MA,24825,3208.9,2.67,43960,16.68,4.16,6.39,7.37,autoTheft,90
Waynecity,MI,19899,3191,2.79,31250,17.82,9.58,7.4,0.48,autoTheft,163
Weymouthtown,MA,54063,3067.4,2.6,41586,18.88,4.13,5.56,7.22,autoTheft,380
Portagecity,MI,41042,1230.1,2.65,39045,14.1,4.21,3.99,0.3,autoTheft,64
Terrellcity,TX,12490,683.3,3,21633,15.56,23.22,10.18,0.22,autoTheft,76
Kerrvillecity,TX,17384,1081.1,2.44,22186,23.95,15.11,6.59,0.26,autoTheft,35
Barnegattownship,NJ,12235,351.2,2.94,36469,20.43,5.43,5.46,3.12,autoTheft,5
Cloviscity,CA,50323,3393.8,2.76,31699,11.27,10.34,5.79,0.95,autoTheft,362
Owossocity,MI,16322,3241.1,2.52,23220,16.52,15.71,12.21,0,autoTheft,32
Mundytownship,MI,11511,311.3,2.75,43937,21.45,3.77,5.94,0.16,autoTheft,18
Columbuscity,OH,632270,3224.5,2.46,26630,13.56,17.26,5.91,4.72,autoTheft,7070
