preis,schlafzimmer,badezimmer,qf_wohnraum,qf_parzelle,stoecke,ufer,qf_dachstock,qf_keller,baujahr,postleitzahl
468000,4,1.75,2250,8580,1,0,1330,920,1958,98011
775000,4,2.5,2070,8473,1,0,1250,820,1976,98033
684680,4,2.25,2370,9360,2,0,2370,0,1979,98052
910000,4,3.5,3570,27699,2,0,3570,0,1990,98052
3640900,4,3.25,4830,22257,2,1,4830,0,1990,98039
375000,3,1.75,1160,22470,1,0,1160,0,1976,98028
250000,3,2.5,1610,6600,2,0,1610,0,1994,98003
3065000,5,3,4150,7500,2.5,0,3510,640,1909,98119
442500,4,2.25,1840,7575,1,0,1390,450,1973,98034
900000,3,3.5,4080,217697,1.5,0,4080,0,2000,98092
699000,3,2,1820,4080,2,0,1820,0,1937,98107
360000,4,2,2680,18768,1,0,2680,0,1965,98001
1675000,4,4.75,4790,25412,2,0,4790,0,1999,98074
675000,5,2,2420,21000,1.5,0,2420,0,1966,98033
345000,2,1,1130,8081,1,0,1130,0,1921,98133
229000,4,1,1320,5000,1.5,0,1320,0,1928,98106
300000,3,1,1290,12415,1.5,0,1290,0,1908,98070
392500,3,3.25,1600,1289,3,0,1600,0,1998,98117
552000,3,1,1120,2300,1,0,820,300,1912,98117
457000,2,1.75,2060,7192,1,0,1420,640,1940,98125
518000,4,2.5,2830,13760,2,0,2830,0,1993,98019
237000,3,2,1210,6634,1,0,1210,0,1985,98031
399950,3,2.25,1560,11997,1,0,1260,300,1988,98065
605000,3,2.25,2260,17114,2,0,2260,0,1990,98155
295000,4,2.5,1850,8198,2,0,1850,0,1993,98031
513000,4,2.5,1930,8040,1,0,1380,550,1978,98034
772500,4,2.5,3230,4290,2,0,3230,0,2004,98033
765000,4,2.5,3230,4290,2,0,3230,0,2004,98033
696950,4,2.75,2450,5376,1.5,0,1550,900,1920,98117
329000,3,1,1200,5650,1.5,0,1200,0,1928,98178
339999,3,2.5,2360,8093,2,0,2360,0,1995,98092
364500,3,1,1060,9506,1,0,1060,0,1959,98125
607500,5,1.75,2220,6000,1.5,0,1420,800,1923,98199
550000,3,1,880,6664,1,0,880,0,1961,98033
479900,4,2,2510,9750,1,0,1630,880,1960,98028
1120280,4,4,2530,1774,3,0,2100,430,2013,98119
192000,2,1,700,10540,1,0,700,0,1953,98166
250000,3,2,1500,5200,1,0,1060,440,1977,98042
340000,3,2,1130,9879,2,0,1130,0,1996,98053
340000,3,2,1420,6060,1,0,830,590,1942,98146
635250,3,2.25,2210,22040,1,0,1510,700,1976,98004
324800,2,1,1170,5043,1,0,880,290,1949,98108
78000,2,1,780,16344,1,0,780,0,1942,98168
400000,4,1.75,1770,12875,1,0,1770,0,1988,98028
640500,3,1,1070,4505,1,0,1070,0,1919,98136
570000,3,2,1930,10929,1,0,1260,670,1964,98155
1330000,3,1.5,1940,2885,1.5,0,1940,0,1900,98119
330490,3,2.75,1440,7350,1,0,1040,400,1980,98058
325000,3,2.5,1740,5267,2,0,1740,0,1999,98038
335000,3,2.5,1740,5267,2,0,1740,0,1999,98038
314000,5,2.75,2210,13500,1,0,1460,750,1963,98188
625000,4,2,2190,3622,1.5,0,1990,200,1925,98115
809000,3,2.5,2590,7720,2,0,2590,0,1988,98007
535000,3,2.5,2790,19485,2,0,2790,0,1990,98059
275000,5,1.75,2180,9178,1,0,1140,1040,1963,98188
358000,4,2.75,2580,11900,1,0,1620,960,1967,98058
297975,3,2.25,2820,8100,1,0,1720,1100,1947,98168
492000,2,1.75,1300,22239,1,0,1300,0,1945,98059
210000,2,1,720,8040,1,0,720,0,1943,98166
622500,3,2.5,2260,4550,1.5,0,1380,880,1928,98126
550000,3,2.5,1550,1092,3,0,1390,160,2004,98102
190000,3,1.75,1390,7700,1,0,1390,0,1965,98058
340000,4,2.5,2380,9362,2,0,2380,0,2000,98023
678000,3,2.5,2640,5964,2,0,2640,0,2003,98052
275000,5,2,2260,11970,1,0,1250,1010,1962,98031
493000,3,2.75,1720,6720,1,0,1270,450,1947,98122
147000,3,1,1070,14000,1,0,1070,0,1960,98178
334000,3,2.25,2000,7225,2,0,2000,0,1985,98030
605000,4,2.5,2800,10786,1,0,1420,1380,1970,98008
365000,3,1.75,1450,61419,1,0,1450,0,1976,98092
345000,3,1,1620,10610,1,0,1620,0,1958,98059
999000,3,2.5,2710,23292,1,0,2080,630,1956,98177
470000,2,1.75,1520,4220,1,0,840,680,1910,98117
599000,5,2.75,2730,22572,1,0,2080,650,1968,98075
255000,3,2.25,1740,10378,1,0,1740,0,1977,98042
295000,4,1.75,1800,28650,1,0,1800,0,1975,98031
550000,4,3.5,4150,16197,2,0,4150,0,2006,98003
1305000,5,3.5,3270,4080,2,0,2180,1090,2011,98115
225000,2,1,1070,6000,1,0,1070,0,1922,98178
520000,4,0.75,1960,8277,1,1,1320,640,1923,98198
345000,3,3.25,1600,1882,2,0,1360,240,2000,98133
475000,4,1.75,1650,7775,1,0,1150,500,1950,98133
497500,5,1.5,2170,8610,1,0,1230,940,1959,98008
649500,3,3,3730,383328,1.5,0,2230,1500,1990,98038
734500,4,2.75,3280,6845,2,0,3280,0,2003,98052
276000,3,1,870,8040,1,0,870,0,1953,98177
235000,2,1,900,28800,1,0,900,0,1928,98065
325000,2,1,1400,10800,1,0,1400,0,1974,98011
425000,4,2.75,1680,9545,1,0,1080,600,1979,98028
307000,4,2,2390,23972,2,0,1720,670,1949,98023
635000,3,2.5,2300,5500,1.5,0,2000,300,1921,98144
223000,3,1.75,1340,7473,1,0,1340,0,1973,98002
425000,3,2.75,2600,10874,2,0,2600,0,1994,98042
190000,3,2.25,1640,7730,1,0,1220,420,1989,98038
275000,4,1.75,1960,6177,1,0,1960,0,1967,98023
450000,3,2.5,1480,1961,2,0,1480,0,2005,98029
1468000,4,3.25,5010,34460,2,0,5010,0,1988,98006
550000,4,2,1540,5000,1.5,0,1540,0,1913,98105
835000,4,2.75,4030,10240,2,0,3310,720,1943,98177
900000,6,3,3020,13783,2,0,3020,0,1952,98040
290000,2,2,1590,9375,1,0,910,680,1983,98055
1035000,4,2.5,2910,9131,2,0,2910,0,2014,98033
780000,4,2.5,3020,15164,1,0,1730,1290,1976,98004
572500,3,2,2290,11200,2,0,2290,0,1979,98052
389000,3,1.75,2180,9220,1,0,1090,1090,1938,98001
350000,4,1.75,2740,10086,1,0,1440,1300,1972,98168
476000,4,2.5,2740,33158,2,0,2740,0,1993,98042
1046250,2,3,2330,3600,2,0,1870,460,1927,98112
287000,3,2.25,2300,7200,1,0,1550,750,1978,98003
707500,4,4,1550,6596,1.5,0,1550,0,1907,98107
464500,4,2.5,1750,11381,1,0,1610,140,1947,98155
720000,3,1.5,2180,5000,1,0,1090,1090,1941,98116
319000,3,2.5,1610,8544,2,0,1610,0,1994,98038
330000,3,1,1570,9136,1,0,1570,0,1953,98133
120750,3,1.75,1140,9628,1,0,1140,0,1969,98023
195000,3,1.75,1140,9628,1,0,1140,0,1969,98023
650000,4,1.5,2480,6383,1,0,1380,1100,1946,98119
530000,3,1.75,1690,8190,1,0,1690,0,1958,98005
825000,4,3,2910,8027,1,0,1800,1110,1970,98117
436000,4,2,1600,15044,1,0,1600,0,1972,98034
658000,2,1,1010,14244,1,1,1010,0,1926,98136
547500,3,2,1850,9570,1,0,950,900,1940,98115
762000,3,1.75,2150,2527,2,0,1400,750,1906,98103
340000,3,1.75,2650,7378,1,0,1460,1190,1952,98155
880000,4,1.75,2510,5800,1,0,1830,680,1953,98199
1220000,4,2.5,3240,3600,2,0,2060,1180,2008,98109
1950000,4,2.5,3440,14554,2,1,2170,1270,2012,98155
382500,3,2,1150,6249,1,0,1150,0,1952,98155
344500,3,1.75,1890,9535,1,0,1210,680,1976,98055
375000,4,2.75,1430,7403,1,0,1030,400,1982,98106
276000,1,0.75,370,1801,1,0,370,0,1923,98117
500000,5,3.25,3130,12087,2,0,2180,950,1975,98027
330000,4,2.5,2105,6093,2,0,2105,0,2003,98042
328000,3,1,890,5965,1,0,890,0,1950,98155
450000,3,1.5,1340,7200,1,0,1340,0,1972,98034
840500,4,2.25,2290,12174,1,1,1490,800,1948,98178
679000,3,2.5,2770,9350,2,0,2770,0,1957,98056
270000,3,1.5,1890,9450,1,0,1090,800,1957,98146
757500,5,2.25,3160,8065,2,0,3160,0,1977,98027
524950,2,2.5,1830,2856,2,0,1830,0,2005,98029
424900,4,2.75,2950,49658,1,0,2950,0,1960,98010
551100,3,1,1430,8640,1,0,1430,0,1954,98006
421000,3,2,1420,12655,1,0,1420,0,1968,98056
635000,4,1.75,2460,7560,2,0,2460,0,1952,98177
255000,3,1,1340,6120,1.5,0,1340,0,1920,98108
419950,4,1,1530,7920,1,0,1030,500,1955,98166
325000,6,3,2650,12870,1,0,2650,0,1977,98022
281000,4,2.25,1677,3600,2,0,1677,0,2012,98092
655275,3,1.75,2050,11856,1,0,1460,590,1962,98006
861000,3,2,2520,3959,1,0,1270,1250,1931,98105
850000,3,3.5,2620,11148,2,0,2060,560,1977,98008
246000,3,2.5,1650,6675,1,0,1290,360,1990,98023
380000,2,1,700,4836,1,0,700,0,1926,98125
813000,4,2.5,3430,7508,2,0,3430,0,1998,98052
990000,4,2.5,3140,11049,2,0,3140,0,1988,98004
650000,3,2.5,2350,3750,2,0,1740,610,2003,98117
273000,4,3,1990,6180,2,0,1990,0,1990,98023
398000,4,2.5,2050,14724,2,0,2050,0,1989,98019
200000,2,1,930,8665,1,0,930,0,1938,98168
839000,3,1,1230,12305,1,0,1230,0,1955,98004
502000,3,2.5,1870,9135,1,0,1250,620,1984,98074
305000,3,2.25,2110,7665,1,0,1360,750,1973,98023
574950,5,3.25,3160,10000,2,0,3160,0,1980,98027
311000,3,1,1120,8631,1,0,1120,0,1942,98125
1650000,3,2.25,2750,6203,1,1,1620,1130,1959,98074
387000,3,1,1230,9568,1,0,1230,0,1962,98056
375000,3,1.5,1190,20672,1.5,0,1190,0,1948,98166
175000,2,1,740,3434,1,0,740,0,1920,98022
248000,4,2.5,1770,5855,2,0,1770,0,2003,98038
336750,4,2.25,1720,7803,1,0,1350,370,1955,98146
685000,4,2.5,2770,45514,2,0,2770,0,1989,98077
645000,4,2.75,2330,3917,2,0,2330,0,2004,98029
279000,3,2.5,1660,7388,2,0,1660,0,2003,98038
479000,2,2.5,1730,1037,3.5,0,1730,0,2008,98118
466000,3,2.25,1880,7279,1,0,1280,600,1962,98155
361500,4,2.75,2190,6740,2,0,2190,0,1995,98038
404000,3,1.75,1720,7202,1,0,1720,0,1995,98056
319000,4,3.25,2360,8344,2,0,2360,0,1990,98058
320000,3,1.5,1490,10132,1,0,1490,0,1969,98059
1311000,4,3.75,3490,5625,2,0,2610,880,2014,98103
1000000,3,2.75,2370,8900,1,0,1670,700,1971,98006
660000,4,2.5,2290,9120,2,0,2290,0,1977,98006
546000,4,3,1790,3600,1.5,0,1790,0,1901,98122
300000,4,1.75,1820,5015,1,0,1190,630,1926,98108
500000,2,1.5,1760,12000,1,0,1760,0,1964,98052
381500,4,2.5,2430,5556,2,0,2430,0,2003,98042
990000,3,2.25,2630,12899,2,0,2630,0,1966,98040
278226,4,2.5,2390,4639,2,0,2390,0,2006,98038
340000,2,1.75,1500,4158,1,0,1220,280,1947,98103
305000,4,2.5,2510,12000,1,0,1520,990,1977,98023
760000,4,2.5,2420,10285,1,0,1700,720,1958,98146
195000,4,1.5,2170,9948,2,0,2170,0,1952,98148
564000,4,1.75,1960,6138,1,0,1260,700,1960,98115
539500,4,2.25,2280,8550,1,0,1660,620,1977,98034
299980,4,1.5,1580,10230,1,0,790,790,1945,98178
290000,4,2.5,1850,5674,2,0,1850,0,1993,98042
257000,2,1,770,11084,1,0,770,0,1947,98155
518500,4,3,2120,5520,1.5,0,1420,700,1985,98125
657000,4,2.75,3060,35380,1,0,1810,1250,1982,98074
590000,3,2.25,2680,41250,2,0,2680,0,1984,98045
526000,4,1.75,2220,6350,1,0,1110,1110,1959,98125
254500,2,1,1150,11250,1,0,1150,0,1920,98178
575000,2,1,980,3663,1,0,980,0,1909,98105
464550,3,1.5,1690,10500,1,0,1690,0,1967,98033
409950,3,1.75,1320,6030,1,0,1320,0,1969,98052
100000,2,1,910,22000,1,0,910,0,1956,98001
365000,2,1.5,820,1270,2,0,820,0,2009,98144
208000,3,1,1300,7420,1,0,1300,0,1960,98002
497950,4,2.5,1950,3000,2,0,1550,400,1998,98118
405000,5,3.5,3672,9742,2,0,3006,666,2006,98092
568000,3,2.5,2740,22499,2,0,2740,0,1994,98058
334000,2,1,890,6000,1,0,890,0,1941,98118
235000,3,2,1090,8400,1,0,1090,0,1961,98168
295000,2,1,1170,10621,1,0,1170,0,1963,98045
610000,4,3,2600,29539,1,0,2600,0,1994,98028
453500,4,1.75,2000,6032,1,0,1300,700,1959,98146
1220000,4,3.75,3520,3944,1.5,0,2200,1320,1913,98109
175000,2,1,1410,7000,1,0,1410,0,1968,98055
335000,2,1,1410,7000,1,0,1410,0,1968,98055
275000,3,1.5,1950,7620,1,0,1010,940,1956,98166
400000,2,1,980,2130,1,0,860,120,1918,98117
915000,3,2.75,3390,7000,1,0,1740,1650,1979,98116
619850,4,2.5,2270,9247,1,0,1500,770,1972,98006
225900,3,1,1510,8800,1,0,1010,500,1963,98003
525000,2,1.5,960,7200,1,0,960,0,1910,98199
215000,4,2.25,1900,9600,1,0,1900,0,1967,98031
802000,3,2.5,2580,13096,2,0,2580,0,1986,98052
330000,4,2.5,2340,11784,2,0,2340,0,1997,98042
549800,3,2.25,1580,11680,1,0,1580,0,1958,98005
195500,4,1,1230,8636,1.5,0,1230,0,1954,98002
338000,3,2.5,1590,7819,2,0,1590,0,1992,98055
3200000,4,3.25,7000,28206,1,1,3500,3500,1991,98075
480000,4,2.25,1770,7000,1,0,1770,0,1972,98034
383000,4,2.5,1850,8310,1,0,1200,650,1962,98155
257000,3,1.75,1430,7210,1,0,1430,0,1975,98031
335000,4,2.75,2190,9209,2,0,2190,0,1996,98092
422000,4,2.5,2310,6650,2,0,2310,0,2012,98166
560000,3,1.75,2000,10182,1,0,1400,600,1963,98033
680000,4,2.75,3620,35429,2,0,3620,0,2006,98058
320000,2,1,1210,7040,1,0,1210,0,1952,98155
665000,3,2.5,2330,15536,1,0,2330,0,1996,98074
751000,3,2.5,2840,6854,2,0,2840,0,2002,98075
320000,6,2.75,2410,10763,1,0,1310,1100,1957,98188
290000,4,1.75,1820,22043,2.5,0,1820,0,1918,98155
250000,4,2,1470,7412,1,0,1470,0,1967,98198
423000,3,1.75,1100,10005,1,0,1100,0,1964,98056
601002,4,2.5,2050,8094,1,0,1050,1000,1976,98052
352900,2,1.5,1240,1892,2,0,1240,0,2002,98144
509950,3,2.5,2210,70567,2,0,2210,0,1995,98014
360000,2,1.75,1340,1050,3,0,1340,0,2009,98133
1075000,4,2.75,2580,8100,2,0,1780,800,1964,98040
349950,3,2.5,2390,6441,2,0,2390,0,2002,98038
395000,4,2.5,2250,6840,2,0,2250,0,1987,98058
273500,3,1.5,2000,15265,1,0,1540,460,1967,98032
700000,4,1.75,1870,6000,1,0,1670,200,1949,98199
699000,3,2.5,2370,10968,2,0,2370,0,1985,98033
537000,4,2.25,2640,8800,1,0,1620,1020,1980,98072
405000,3,1.5,1240,9975,1,0,1240,0,1977,98024
269500,2,1,800,1200,2,0,800,0,1999,98103
260000,4,2.5,2050,12500,1,0,1300,750,1965,98198
266750,3,2.25,1650,10000,2,0,1650,0,1988,98198
1800000,5,3.75,4320,39094,2,1,4320,0,1938,98155
779000,2,2.25,2130,5920,1,0,1830,300,1950,98115
500000,3,2.5,2840,48716,1,0,1870,970,1994,98014
365000,4,1.75,3080,32997,1.5,0,3080,0,1950,98168
724000,2,1,1560,5000,1.5,0,1560,0,1942,98117
890000,4,2.75,3220,15467,2,0,3220,0,1994,98077
431000,4,2.5,1450,3600,1.5,0,1250,200,1902,98144
242000,2,1,960,21850,1,0,960,0,1947,98032
415000,4,2.5,2670,8279,2,0,2670,0,1999,98148
727160,7,3.75,2310,5000,2,0,2310,0,1984,98117
1110000,4,3.25,3520,19354,1,0,2010,1510,1978,98006
265000,2,1.75,1090,3272,1,0,1090,0,1970,98198
519000,3,1.75,2000,5680,1,0,1080,920,1903,98117
262000,4,1.5,1840,9009,2,0,1840,0,1965,98198
1190000,4,2.5,3160,13194,2,0,3160,0,1965,98040
295000,3,1.75,1520,6559,1,0,1170,350,1992,98038
615000,3,1.75,2110,56192,1,0,1480,630,1978,98072
1100000,4,2.75,3410,7750,1,0,1710,1700,1958,98116
575000,4,2.5,2630,6247,2,0,2630,0,1992,98029
388000,3,1.75,1350,2325,3,0,1350,0,1999,98103
750500,4,2.5,2860,9159,1,0,1530,1330,1989,98033
527500,3,1.75,2310,78844,1,0,1760,550,1977,98027
503000,3,2,2590,108900,2,0,1980,610,1988,98038
1047000,4,3.5,3500,4000,2,0,2560,940,2000,98112
325000,2,1,800,7260,1,0,800,0,1953,98126
402000,3,1.75,1580,6127,1.5,0,1580,0,1947,98125
370000,3,1.5,1560,6774,1,0,1060,500,1927,98133
329950,3,1,1750,7800,1,0,1150,600,1956,98166
135000,2,1,600,6120,1,0,600,0,1943,98168
482500,4,3,1630,7626,1,0,1110,520,1990,98125
259000,4,1.5,1260,7248,1.5,0,1260,0,1955,98188
210000,3,2.25,2140,9775,1,0,1470,670,1978,98023
459000,4,2.75,2790,6600,2,0,2790,0,2000,98058
375000,3,1.75,2530,35150,1,0,1800,730,1977,98042
295000,3,2.25,1330,7200,1,0,900,430,1974,98146
910000,3,2,2700,6120,1,0,1350,1350,1962,98115
470000,4,1,1740,37238,1.5,0,1740,0,1932,98024
565000,4,2,2070,7980,1.5,0,2070,0,1940,98146
339950,4,2.25,2670,9040,1,0,2170,500,1955,98148
547000,5,3,2200,103237,1,0,1160,1040,1971,98072
125000,2,1,810,8382,1,0,810,0,1942,98146
2300000,4,4.75,3970,9778,2,0,3390,580,1928,98119
348000,3,2.5,2370,7500,1,0,1620,750,1979,98198
175000,3,1,1460,11880,1,0,1460,0,1961,98030
439950,3,2.5,1770,2875,2,0,1770,0,1990,98116
230000,3,1,1120,32250,1,0,1120,0,1934,98070
207000,3,2.5,1520,2550,2,0,1520,0,2005,98108
320000,5,2.5,3020,21441,1,0,1510,1510,1978,98042
1089000,5,3.25,5600,107157,2,0,3440,2160,1988,98072
510000,4,1.5,1320,14250,1,0,1320,0,1954,98033
730000,4,1,1870,4992,1.5,0,1670,200,1940,98199
750000,3,3.75,2460,7630,1,0,1940,520,1976,98177
237000,3,1.5,960,7400,1,0,960,0,1962,98198
560000,3,2.5,3440,103672,2,0,3440,0,1990,98038
745000,3,2.75,3010,12432,1,0,1890,1120,1970,98052
1825000,3,3.75,6030,39317,2,0,4440,1590,1991,98004
180000,3,2.25,1990,6350,2,0,1990,0,1967,98198
309950,3,2.25,1990,6350,2,0,1990,0,1967,98198
715000,4,1,1710,6050,1.5,0,1410,300,1913,98118
620000,4,2.25,1890,4300,1.5,0,1350,540,1918,98103
330000,3,2.5,1990,9995,2,0,1990,0,1996,98198
525000,4,1.75,1600,7400,1,0,1210,390,1973,98125
611000,6,2.5,3820,53173,1,0,2040,1780,1974,98027
294000,4,2.5,2210,8465,1,0,1490,720,1990,98092
463000,3,1.75,2020,11095,1,0,1480,540,1975,98034
320900,3,2,1770,7251,1,0,1770,0,1990,98031
369950,4,2.5,2050,4502,2,0,2050,0,2005,98059
565000,4,2.75,3130,139392,2,0,3130,0,1981,98030
589500,4,1.5,3520,4933,1.5,0,2270,1250,1929,98108
400000,4,1.75,1810,9750,2,0,1810,0,1977,98155
458000,3,2.25,2150,9900,1,0,1450,700,1977,98052
436000,4,2.5,2495,5751,2,0,2495,0,2002,98019
310000,3,2,1290,6150,1,0,1290,0,1950,98118
398000,5,2.5,3004,5700,2,0,3004,0,2006,98030
625000,4,2.25,2070,7200,1,0,1390,680,1977,98033
1005000,5,3.25,4050,35600,2,0,4050,0,1990,98006
435000,2,1,960,6250,1,0,740,220,1940,98126
250000,3,2.25,1900,9990,1,0,1300,600,1961,98003
430000,3,1.5,1450,7316,1,0,1450,0,1961,98133
790000,4,3.5,2720,3000,2,0,2250,470,2014,98136
1681000,5,5.25,4830,18707,2,0,3930,900,1952,98040
250000,4,2.75,1920,7102,1,0,1130,790,1992,98106
1120000,5,1.5,2540,6660,2,0,2340,200,1954,98136
383900,3,1.5,1600,8040,1,0,1050,550,1965,98133
330000,4,2.5,2210,5929,2,0,2210,0,2004,98042
624000,3,2.5,2510,47044,1,0,1910,600,1975,98072
383000,5,2,2280,5750,1,0,1140,1140,1951,98116
687000,4,3.25,4400,186846,2,0,4400,0,1993,98022
558000,4,3.25,3160,8876,2,0,2460,700,1997,98056
275000,3,2,1380,3500,2,0,1380,0,1971,98118
687500,5,2.75,3320,10500,1,0,2020,1300,1963,98033
275000,3,2.5,1870,6821,2,0,1870,0,1989,98023
700000,3,3.5,3030,11550,2,0,3030,0,1971,98146
342500,2,1.75,1210,7507,1,0,1210,0,1982,98034
483500,4,2.5,2740,45732,2,0,2740,0,1995,98077
190000,3,1.75,1350,7370,1,0,1350,0,1912,98118
300000,3,1.75,1350,7370,1,0,1350,0,1912,98118
540000,3,2,1470,1691,2,0,1000,470,2007,98115
140000,3,1.75,1270,8991,2,0,1270,0,1981,98042
275000,4,1.75,1680,19405,1,0,1560,120,1959,98055
370000,3,2.75,2120,7650,1,0,2120,0,1958,98056
227000,2,1,1040,9100,1,0,1040,0,1937,98133
312000,4,1,1730,8706,1,0,1010,720,1962,98058
260000,2,1,1410,5650,1.5,0,1410,0,1918,98118
797000,3,2.5,1370,1911,2,0,1370,0,1907,98109
640000,6,2,2840,228690,1.5,0,2720,120,1948,98019
605000,4,1.75,3280,35160,1,0,2080,1200,1976,98053
329950,3,2.25,2070,7995,1,0,1350,720,1987,98031
180000,2,1,960,87991,1.5,0,960,0,1946,98014
220000,3,2.25,1470,7518,1,0,1160,310,1985,98003
723000,4,2.25,2430,4748,1.5,0,1630,800,1928,98116
375000,3,1.75,1430,8412,1,0,1070,360,1928,98125
388000,3,1.75,1760,9277,1,0,1760,0,1962,98146
249950,5,2,1730,7375,1,0,1730,0,1944,98178
390000,5,1.75,2290,7900,1,0,1190,1100,1965,98133
705000,4,1.75,1690,11739,1,0,1690,0,1959,98040
590000,4,2.5,3220,7875,1.5,0,3220,0,1966,98008
292000,4,1.75,2130,11097,1,0,1370,760,1952,98166
506000,3,2.5,2100,213008,1,0,2100,0,1990,98092
907500,4,2.5,2770,8642,2,0,2770,0,1987,98007
2271150,4,3.25,4040,18916,1,0,4040,0,1954,98039
319500,4,2.75,2500,5100,1.5,0,1420,1080,1907,98108
265000,5,1.75,1580,5292,1,0,980,600,1913,98118
237000,3,1,1130,10650,1,0,1130,0,1954,98188
235000,5,1,1500,9282,1.5,0,1500,0,1966,98168
740000,4,2.25,2230,6000,1.5,0,1810,420,1928,98199
359000,3,1.5,1550,4980,1,0,1080,470,1978,98133
334950,4,2.5,2230,5500,2,0,2230,0,1999,98038
259950,2,1,790,8100,1,0,790,0,1947,98125
253000,4,2.5,2230,4541,2,0,2230,0,2006,98042
561000,3,2.25,1710,4140,2,0,1710,0,2004,98029
455000,2,1.5,1260,5100,1,0,1260,0,1941,98115
675000,4,2.5,2420,18470,1,0,920,1500,1968,98005
267000,3,1.5,1090,8160,1,0,1090,0,1967,98058
368000,4,2.5,2689,5724,2,0,2689,0,2006,98030
599995,3,1,1620,3000,1.5,0,1620,0,1928,98103
342500,3,1,940,10500,1,0,940,0,1966,98034
252000,4,1.75,1940,13370,1,0,1940,0,1974,98023
247200,3,1,1590,11200,1,0,1590,0,1961,98092
910000,3,3.5,3020,4082,2,0,2080,940,1954,98199
419950,4,1.75,1870,16549,1,0,1870,0,1969,98072
160000,3,1,880,8976,1,0,880,0,1966,98023
799950,4,3.5,3030,5494,3,0,3030,0,2014,98052
400000,3,2.25,2140,11266,2,0,2140,0,1986,98019
210000,5,2,2050,10200,1,0,1430,620,1956,98198
475000,5,2,2050,10200,1,0,1430,620,1956,98198
355900,3,2.5,2090,3821,2,0,2090,0,2008,98038
420000,3,2.25,2520,26943,1,0,1760,760,1977,98028
710000,4,2.5,2630,8580,1,0,1700,930,1977,98005
518000,4,1.75,2560,15000,1,0,1880,680,1974,98075
375000,3,1,1200,5404,1,0,1200,0,1937,98117
185000,3,1.5,1010,7755,1,0,1010,0,1953,98148
402000,3,2.5,1520,3425,2,0,1520,0,1986,98052
585000,3,1.75,2170,153767,1,0,2170,0,1976,98042
500000,4,2,1980,4500,2,0,1980,0,1910,98107
1715000,4,2.5,3070,7207,2,0,2670,400,1927,98112
1680000,5,3.5,5170,7197,3,1,3520,1650,1998,98155
570000,2,2,1140,690,2,0,760,380,2014,98112
680000,8,2.75,2530,4800,2,0,1390,1140,1901,98112
345000,3,2.25,1690,14615,2,0,1690,0,1979,98045
355000,4,2.5,2150,3600,2,0,2150,0,2010,98038
390000,3,1.5,1180,7700,1,0,1180,0,1959,98007
128000,3,1,1400,9690,1,0,1400,0,1969,98023
448500,3,1.75,1300,4800,2,0,1300,0,1912,98136
346000,3,1.75,1590,9636,1.5,0,1590,0,1953,98155
779000,3,1.75,1990,5600,1,0,1330,660,1941,98199
335000,3,1.75,1510,9720,1,0,1510,0,1948,98028
1850000,4,3.25,2910,1880,2,0,1830,1080,1914,98122
799990,3,2.5,2850,21780,2,0,2850,0,1994,98053
1075000,3,2.5,2830,56628,2,0,2830,0,2001,98011
371000,2,1.5,1110,1189,3,0,1110,0,2000,98107
620000,4,2.5,1900,9775,1,0,1900,0,1967,98033
343000,4,1.75,2290,10290,1,0,1340,950,1960,98146
265000,3,1,1010,14948,1,0,1010,0,1969,98059
1000000,5,2.5,4670,15857,2,0,4670,0,1998,98074
825000,3,2.5,3400,38400,1,0,1870,1530,1955,98177
889000,4,3.5,4070,10976,2,0,4070,0,2004,98075
305000,3,2.25,1630,10962,1,0,1100,530,1977,98030
407000,2,2.5,1700,6635,2,0,1700,0,1976,98052
613000,5,2.5,2070,12000,1,0,1340,730,1967,98008
1637500,3,3.5,4660,21164,2,1,4660,0,1975,98166
645000,3,3.75,2050,6000,2,0,1550,500,1910,98103
1160000,4,3.5,4680,9700,2,0,3360,1320,2005,98006
610000,3,2.25,2320,38186,2,0,2320,0,1980,98053
450000,3,2.5,3800,13071,2,0,2730,1070,1994,98023
300000,3,2,720,7598,1,0,720,0,1947,98106
1120000,5,2.75,4400,18500,1,0,2250,2150,1963,98028
418200,3,2.5,2260,74297,2,0,2260,0,1992,98022
250000,3,2.5,1650,2802,2,0,1650,0,2004,98055
619000,3,2.5,2560,43608,2,0,2560,0,2002,98077
500000,4,3,3720,15048,3,0,3720,0,1979,98059
465000,4,2.5,2590,16437,2,0,2590,0,1986,98038
322000,4,1,1750,68841,1,0,1750,0,1942,98058
276900,3,2.5,1620,7320,2,0,1620,0,1989,98038
660000,3,2.25,1700,12615,1,0,1300,400,1990,98033
480000,3,2.5,2450,28185,2,0,2450,0,1990,98058
925000,3,1.75,1610,10796,1,0,1070,540,1951,98004
825000,3,3,3730,35900,1,0,2960,770,1979,98008
326000,2,1,1210,7440,1,0,780,430,1940,98155
205000,3,1,1300,9880,1,0,1300,0,1959,98003
150000,2,1,850,54000,1.5,0,850,0,1950,98023
593567,3,2.5,1770,3205,2,0,1770,0,2005,98052
440000,3,2.5,2060,11231,2,0,2060,0,1987,98072
751000,3,2.5,3090,13316,2,0,3090,0,1992,98075
295000,2,1.75,1050,6500,1.5,0,1050,0,1925,98055
422500,3,2,1300,2250,2,0,1300,0,1988,98103
480000,3,1,1160,8800,1,0,1160,0,1959,98008
890900,4,2.5,3420,6233,2,0,3420,0,2006,98027
